Name,IATA,Location,Latitude,Longitude,Country,TimeZone
Nervino Airport,NVN,Beckwourth,39.818501,-120.352997,US,America/Los_Angeles
Columbia Airport,COA,Columbia,38.0303993225,-120.415000916,US,America/Los_Angeles
Oakdale Airport,ODC,Oakdale,37.75630188,-120.8000031,US,America/Los_Angeles
Yerington Municipal Airport,EYR,Yerington,39.0041007996,-119.157997131,US,America/Los_Angeles
Albert J Ellis Airport,OAJ,Richlands,34.829201,-77.612099,US,America/New_York
Metropolitan Oakland International Airport,OAK,Oakland,37.720085,-122.221184,US,America/Los_Angeles
Marina Municipal Airport,OAR,Marina,36.68190002,-121.762001,US,America/Los_Angeles
Okeechobee County Airport,OBE,Okeechobee,27.2628002167,-80.8498001099,US,America/New_York
Ocala International Airport - Jim Taylor Field,OCF,Ocala,29.17259979,-82.22419739,US,America/New_York
A L Mangham Jr. Regional Airport,OCH,Nacogdoches,31.57799911,-94.70950317,US,America/Chicago
Warren Field,OCW,Washington,35.570499420166,-77.049797058105,US,America/New_York
Odessa Schlemeyer Field,ODT,Odessa,31.920601,-102.387001,US,America/Chicago
O'Neal Airport,OEA,Lawrenceville,38.68521,-87.543138,US,America/Chicago
L O Simenstad Municipal Airport,OEO,Osceola,45.310001373291,-92.691902160645,US,America/Chicago
Offutt Air Force Base,OFF,Omaha,41.119307,-95.90851,US,America/Chicago
Karl Stefan Memorial Airport,OFK,Norfolk,41.985500335693,-97.435096740723,US,America/Chicago
Searle Field,OGA,Ogallala,41.11949921,-101.7699966,US,America/Denver
Orangeburg Municipal Airport,OGB,Orangeburg,33.456798553467,-80.859497070312,US,America/New_York
Ogden Hinckley Airport,OGD,Ogden,41.195899963379,-112.0120010376,US,America/Denver
Ogdensburg International Airport,OGS,Ogdensburg,44.6819,-75.4655,US,America/New_York
Lt Warren Eaton Airport,OIC,Norwich,42.566600799561,-75.524101257324,US,America/New_York
Johnson County Executive Airport,OJC,Olathe,38.84759903,-94.73760223,US,America/Chicago
Oceanside Municipal Airport,OCN,Oceanside,33.217947,-117.351683,US,America/Los_Angeles
Will Rogers World Airport,OKC,Oklahoma City,35.393388,-97.598248,US,America/Chicago
AJ Eisenberg Airport,ODW,Oak Harbor,48.251499176,-122.674003601,US,America/Los_Angeles
Kokomo Municipal Airport,OKK,Kokomo,40.528198242188,-86.05899810791,US,America/Indiana/Indianapolis
Okmulgee Regional Airport,OKM,Okmulgee,35.668098449707,-95.948699951172,US,America/Chicago
Garden County Airport/King Rhiley Field,OKS,Oshkosh,41.401001,-102.355003,US,America/Denver
Winchester Regional Airport,WGO,Winchester,39.14350128,-78.14440155,US,America/New_York
Dewitt Field - Old Town Municipal Airport,OLD,Old Town,44.952801,-68.674301,US,America/New_York
Cattaraugus County-Olean Airport,OLE,Olean,42.241199,-78.371399,US,America/New_York
L M Clayton Airport,OLF,Wolf Point,48.094501,-105.574997,US,America/Denver
Olympia Regional Airport,OLM,Olympia,46.969399,-122.903,US,America/Los_Angeles
Nogales International Airport,OLS,Nogales,31.4177,-110.848,US,America/Phoenix
Columbus Municipal Airport,OLU,Columbus,41.448002,-97.342598,US,America/Chicago
Olive Branch Airport,OLV,Olive Branch,34.9786987305,-89.78690338130001,US,America/Chicago
Olney Noble Airport,OLY,Olney-Noble,38.721802,-88.176399,US,America/Chicago
Komo-Manda Airport,KOM,Komo,-6.0682,142.8598,PG,Pacific/Port_Moresby
Eppley Airfield,OMA,Omaha,41.3032,-95.894096,US,America/Chicago
Omak Airport,OMK,Omak,48.4644012451,-119.517997742,US,America/Los_Angeles
Winona Municipal-Max Conrad Field,ONA,Winona,44.077202,-91.708298,US,America/Chicago
The O'Neill Municipal John L Baker Field,ONL,O'Neill,42.469898,-98.688103,US,America/Chicago
Socorro Municipal Airport,ONM,Socorro,34.022499,-106.903,US,America/Denver
Ontario Municipal Airport,ONO,Oregon,44.0198,-117.013289,US,America/Boise
Newport Municipal Airport,ONP,Newport,44.580399,-124.057999,US,America/Los_Angeles
Ontario International Airport,ONT,Ontario,34.055999755859375,-117.60099792480467,US,America/Los_Angeles
Olney Municipal Airport,ONY,Olney,33.350899,-98.819199,US,America/Chicago
Oskaloosa Municipal Airport,OOA,Cedar,41.2262,-92.493896,US,America/Chicago
Miami-Opa Locka Executive Airport,OPF,Miami,25.907,-80.278397,US,America/New_York
St Landry Parish Ahart Field,OPL,Opelousas,30.558399,-92.099403,US,America/Chicago
Quonset State Airport,NCO,North Kingstown,41.597099304199,-71.412101745605,US,America/New_York
Kakoro(Koroko) Airstrip,KOR,Kakoro,-7.83466666667,146.5335,PG,Pacific/Port_Moresby
Chicago O'Hare International Airport,ORD,Chicago,41.9786,-87.9048,US,America/Chicago
Norfolk International Airport,ORF,Norfolk,36.895341,-76.201,US,America/New_York
Worcester Regional Airport,ORH,Worcester,42.2673,-71.875702,US,America/New_York
Orlando Executive Airport,ORL,Orlando,28.5455,-81.332901,US,America/New_York
Orcas Island Airport,ESD,Eastsound,48.708199,-122.910004,US,America/Los_Angeles
Mount Pleasant Regional Airport,MPS,Mount Pleasant,33.095501,-94.961502,US,America/Chicago
Oscoda Wurtsmith Airport,OSC,Oscoda,44.451599,-83.394096,US,America/Detroit
Wittman Regional Airport,OSH,Oshkosh,43.98440170288086,-88.55699920654297,US,America/Chicago
The Ohio State University Airport - Don Scott Field,OSU,Columbus,40.0798,-83.072998,US,America/New_York
Kosciusko Attala County Airport,OSX,Kosciusko,33.090302,-89.542,US,America/Chicago
Worthington Municipal Airport,OTG,Worthington,43.65477,-95.577364,US,America/Chicago
Southwest Oregon Regional Airport,OTH,North Bend,43.41709899902344,-124.24600219726562,US,America/Los_Angeles
Ottumwa Regional Airport,OTM,Ottumwa,41.106368,-92.449837,US,America/Chicago
University of Oklahoma Westheimer Airport,OUN,Norman,35.2456,-97.472099,US,America/Chicago
Oroville Municipal Airport,OVE,Oroville,39.487800598145,-121.62200164795,US,America/Los_Angeles
Owatonna Degner Regional Airport,OWA,Owatonna,44.12340164,-93.26059723,US,America/Chicago
Owensboro Daviess County Airport,OWB,Owensboro,37.74010086,-87.16680145,US,America/Chicago
Norwood Memorial Airport,OWD,Norwood,42.1904983521,-71.1728973389,US,America/New_York
Central Maine/Norridgewock Airport,OWK,Norridgewock,44.7155,-69.866501,US,America/New_York
Ocean City Municipal Airport,OCE,Ocean City,38.310398101807,-75.124000549316,US,America/New_York
Waterbury Oxford Airport,OXC,Oxford,41.47859954834,-73.135200500488,US,America/New_York
Miami University Airport,OXD,Oxford,39.50230026,-84.78440094,US,America/New_York
Oxnard Airport,OXR,Oxnard,34.200801849365,-119.20700073242,US,America/Los_Angeles
St Marys Municipal Airport,STQ,St Marys,41.412498474121,-78.502601623535,US,America/New_York
Ozona Municipal Airport,OZA,Ozona,30.735300064087,-101.20300292969,US,America/Chicago
Cairns AAF (Fort Rucker) Air Field,OZR,Fort Rucker/Ozark,31.27569962,-85.71340179,US,America/Chicago
Uiju Airport,UJU,Uiju,40.150013,124.501104,KP,Asia/Pyongyang
Samjiyŏn Airport,YJS,Samjiyŏn,41.907132,128.409834,KP,Asia/Pyongyang
Orang (Chongjin) Airport,RGO,Hoemun-ri,41.428538,129.647555,KP,Asia/Pyongyang
Bisbee Municipal Airport,BSQ,Bisbee,31.3640003204,-109.883003235,US,America/Phoenix
Polacca Airport,PXL,Polacca,35.7916984558,-110.422996521,US,America/Phoenix
San Carlos Apache Airport,GLB,Globe,33.3531,-110.667,US,America/Phoenix
Holbrook Municipal Airport,HBK,Holbrook,34.940700531,-110.138000488,US,America/Phoenix
Cochise County Airport,CWX,Willcox,32.24539948,-109.8949966,US,America/Phoenix
Cottonwood Airport,CTW,Cottonwood,34.73,-112.035004,US,America/Phoenix
Seattle Paine Field International Airport,PAE,Everett,47.9063,-122.281998,US,America/Los_Angeles
Barkley Regional Airport,PAH,Paducah,37.06079864501953,-88.7738037109375,US,America/Chicago
Tyndall Air Force Base,PAM,Panama City,30.069599,-85.575401,US,America/Chicago
Payson Airport,PJB,Payson,34.256801605225,-111.33899688721,US,America/Phoenix
Palo Alto Airport of Santa Clara County,PAO,Palo Alto,37.461101532,-122.114997864,US,America/Los_Angeles
"Pine Bluff Regional Airport, Grider Field",PBF,Pine Bluff,34.174121,-91.935643,US,America/Chicago
Plattsburgh International Airport,PBG,Plattsburgh,44.6509017944336,-73.46810150146484,US,America/New_York
Palm Beach International Airport,PBI,West Palm Beach,26.68320083618164,-80.09559631347656,US,America/New_York
Pike County-Hatcher Field,PVL,Pikeville,37.5617981,-82.56639862,US,America/New_York
Prairie Du Chien Municipal Airport,PCD,Prairie Du Chien,43.019298553467,-91.12370300293,US,America/Chicago
DeKalb Peachtree Airport,PDK,Atlanta,33.87633,-84.30213,US,America/New_York
Eastern Oregon Regional Airport at Pendleton,PDT,Pendleton,45.695099,-118.841003,US,America/Los_Angeles
Portland International Airport,PDX,Portland,45.58869934,-122.5979996,US,America/Los_Angeles
Yapsiei Airport,KPE,,-4.6280555555600005,141.094166667,PG,Pacific/Port_Moresby
Pecos Municipal Airport,PEQ,Pecos,31.382400512695,-103.51100158691,US,America/Chicago
Page Municipal Airport,PGA,Page,36.924234,-111.447716,US,America/Phoenix
Charlotte County Airport,PGD,Punta Gorda,26.9202,-81.990501,US,America/New_York
Kirk Field,PGR,Paragould,36.06290054,-90.50779724,US,America/Chicago
Pitt Greenville Airport,PGV,Greenville,35.635535,-77.384262,US,America/New_York
Harry Clever Field,PHD,New Philadelphia,40.470901489258,-81.419700622559,US,America/New_York
Newport News Williamsburg International Airport,PHF,Newport News,37.131901,-76.492996,US,America/New_York
Robert F Swinnie Airport,ADR,Andrews,33.4516983032,-79.5261993408,US,America/New_York
Palm Beach County Glades Airport,PHK,Pahokee,26.78499985,-80.69339752,US,America/New_York
Philadelphia International Airport,PHL,Philadelphia,39.871899,-75.241096,US,America/New_York
St Clair County International Airport,PHN,Port Huron,42.9109993,-82.52890015,US,America/Detroit
Philip Airport,PHP,Philip,44.048599243164,-101.59899902344,US,America/Denver
Henry County Airport,PHT,Paris,36.3381996155,-88.38289642330001,US,America/Chicago
Phoenix Sky Harbor International Airport,PHX,Phoenix,33.435302,-112.005905,US,America/Phoenix
General Wayne A. Downing Peoria International Airport,PIA,Peoria,40.6642,-89.693298,US,America/Chicago
Hattiesburg Laurel Regional Airport,PIB,Moselle,31.4671,-89.337097,US,America/Chicago
St. Petersburg Clearwater International Airport,PIE,Pinellas Park,27.9102,-82.687401,US,America/New_York
Pocatello Regional Airport,PIH,Pocatello,42.9098014831543,-112.59600067138672,US,America/Boise
Harris County Airport,PIM,Pine Mountain,32.8406982422,-84.8824005127,US,America/New_York
Pierre Regional Airport,PIR,Pierre,44.38270187,-100.2860031,US,America/Chicago
Pittsburgh International Airport,PIT,Pittsburgh,40.49150085,-80.23290253,US,America/New_York
Mid Ohio Valley Regional Airport,PKB,Parkersburg (Williamstown),39.3451,-81.439201,US,America/New_York
Park Rapids Municipal Konshok Field,PKD,Park Rapids,46.9006,-95.073095,US,America/Chicago
Park Falls Municipal Airport,PKF,Park Falls,45.955001831055,-90.42440032959,US,America/Chicago
Kapal Airport,KPL,Kapal,-8.630184,142.823756,PG,Pacific/Port_Moresby
M. Graham Clark Downtown Airport,PLK,Branson / Hollister,36.62590027,-93.22889709,US,America/Chicago
Pellston Regional Airport of Emmet County Airport,PLN,Pellston,45.57089996,-84.79669952,US,America/Detroit
St Clair County Airport,PLR,Pell City,33.558799743652,-86.249099731445,US,America/Chicago
Pembina Municipal Airport,PMB,Pembina,48.9425010681,-97.2407989502,US,America/Chicago
Palmdale Regional Airport / USAF Plant 42 Airport,PMD,Palmdale,34.629398,-118.084999,US,America/Los_Angeles
Greater Portsmouth Regional Airport,PMH,Portsmouth,38.8404998779,-82.84729766850002,US,America/New_York
Pompano Beach Airpark,PPM,Pompano Beach,26.247100830078,-80.111099243164,US,America/New_York
Ralph Wenz Field,PWY,Pinedale,42.79550171,-109.8069992,US,America/Denver
Ponca City Regional Airport,PNC,Ponca City,36.73199844,-97.09980011,US,America/Chicago
Northeast Philadelphia Airport,PNE,Philadelphia,40.082406,-75.010614,US,America/New_York
Princeton Municipal Airport,PNN,Princeton,45.200698852539,-67.564399719238,US,America/New_York
Pensacola International Airport,PNS,Pensacola,30.4734,-87.1866,US,America/Chicago
Pope Field,POB,Fort Bragg,35.170898,-79.014503,US,America/New_York
Brackett Field,POC,La Verne,34.091598510742,-117.78199768066,US,America/Los_Angeles
Polk Army Air Field,POE,Fort Polk,31.0447998,-93.1917038,US,America/Chicago
Poplar Bluff Municipal Airport,POF,Poplar Bluff,36.773899078369,-90.324897766113,US,America/Chicago
Pocahontas Municipal Airport,POH,Pocahontas,42.742802,-94.647301,US,America/Chicago
Dutchess County Airport,POU,Poughkeepsie,41.6265983581543,-73.88420104980469,US,America/New_York
Powell Municipal Airport,POY,Powell,44.867198944092,-108.79299926758,US,America/Denver
Perry Lefors Field,PPA,Pampa,35.612998962402,-100.99600219727,US,America/Chicago
Tri-City Airport,PPF,Parsons,37.32989883,-95.5062027,US,America/Chicago
La Porte Municipal Airport,LPO,La Porte,41.5724983215,-86.73449707030001,US,America/Chicago
Presque Isle International Airport,PQI,Presque Isle,46.688999,-68.0448,US,America/New_York
Trent Lott International Airport,PGL,Pascagoula,30.462799072266,-88.529197692871,US,America/Chicago
Paso Robles Municipal Airport,PRB,Paso Robles,35.67290115,-120.6269989,US,America/Los_Angeles
Prescott International Airport - Ernest A. Love Field,PRC,Prescott,34.654499,-112.419998,US,America/Phoenix
Perry Municipal Airport,PRO,Perry,41.82799911,-94.15989685,US,America/Chicago
Cox Field,PRX,Paris,33.636600494385,-95.450798034668,US,America/Chicago
Mid-State Regional Airport,PSB,Philipsburg,40.884399,-78.087303,US,America/New_York
Tri Cities Airport,PSC,Pasco,46.26470184326172,-119.11900329589844,US,America/Los_Angeles
Pittsfield Municipal Airport,PSF,Pittsfield,42.4268,-73.2929,US,America/New_York
New River Valley Airport,PSK,Dublin,37.137298583984,-80.678497314453,US,America/New_York
Portsmouth International at Pease Airport,PSM,Portsmouth,43.0778999329,-70.8233032227,US,America/New_York
Palestine Municipal Airport,PSN,Palestine,31.779699325562,-95.706298828125,US,America/Chicago
Stevens Field,PGO,Pagosa Springs,37.28630066,-107.0559998,US,America/Denver
Palm Springs International Airport,PSP,Palm Springs,33.8297,-116.507004,US,America/Los_Angeles
Palacios Municipal Airport,PSX,Palacios,28.727500915527,-96.250999450684,US,America/Chicago
Dinwiddie County Airport,PTB,Petersburg,37.183799743652,-77.507400512695,US,America/New_York
Oakland County International Airport,PTK,Pontiac,42.665500640869,-83.420097351074,US,America/Detroit
Harry P Williams Memorial Airport,PTN,Patterson,29.709499359131,-91.338996887207,US,America/Chicago
Atkinson Municipal Airport,PTS,Pittsburg,37.449501,-94.731102,US,America/Chicago
Pratt Regional Airport,PTT,Pratt,37.70159912,-98.74690247,US,America/Chicago
Porterville Municipal Airport,PTV,Porterville,36.029598236084,-119.06300354004,US,America/Los_Angeles
Heritage Field,PTW,Pottstown,40.239601,-75.556702,US,America/New_York
Pueblo Memorial Airport,PUB,Pueblo,38.289101,-104.497002,US,America/Denver
Carbon County Regional Airport / Buck Davis Field,PUC,Price,39.613899,-110.751,US,America/Denver
Pullman Moscow Regional Airport,PUW,Pullman/Moscow,46.7439,-117.110001,US,America/Los_Angeles
Provincetown Municipal Airport,PVC,Provincetown,42.0718994141,-70.2213973999,US,America/New_York
Theodore Francis Green State Airport,PVD,Warwick,41.725038,-71.425668,US,America/New_York
Placerville Airport,PVF,Placerville,38.724201202393,-120.75299835205,US,America/Los_Angeles
Provo-Utah Lake International Airport,PVU,Provo,40.2192,-111.723,US,America/Denver
Hale County Airport,PVW,Plainview,34.168098449707,-101.71700286865,US,America/Chicago
Wiley Post Airport,PWA,Oklahoma City,35.53419876,-97.64710236,US,America/Chicago
Sher-Wood Airport,PWD,Plentywood,48.790298461914,-104.53399658203,US,America/Denver
Chicago Executive Airport,PWK,Chicago/Prospect Heights/Wheeling,42.114222,-87.901494,US,America/Chicago
Portland International Jetport,PWM,Portland,43.646198,-70.309303,US,America/New_York
Bremerton National Airport,PWT,Bremerton,47.490200042725,-122.76499938965,US,America/Los_Angeles
Plymouth Municipal Airport,PYM,Plymouth,41.909,-70.728798,US,America/New_York
Aban Uqua Airportse,QKA,KXXQO City,-14.735092,-91.112751,US,Etc/GMT+6
Kol Airport,KQL,Kol,-5.73116666667,144.846,PG,Pacific/Port_Moresby
John H Batten Airport,RAC,Racine,42.7606010437,-87.8152008057,US,America/Chicago
Riverside Municipal Airport,RAL,Riverside,33.9519,-117.445,US,America/Los_Angeles
Rapid City Regional Airport,RAP,Rapid City,44.0452995300293,-103.05699920654295,US,America/Denver
Dallas Executive Airport,RBD,Dallas,32.6809005737,-96.8682022095,US,America/Chicago
Roseburg Regional Airport,RBG,Roseburg,43.2388000488,-123.356002808,US,America/Los_Angeles
Red Bluff Municipal Airport,RBL,Red Bluff,40.1506996155,-122.251998901,US,America/Los_Angeles
Lowcountry Regional Airport,RBW,Walterboro,32.921001434299995,-80.6406021118,US,America/New_York
Ellsworth Air Force Base,RCA,Rapid City,44.14500046,-103.1039963,US,America/Denver
H H Coffield Regional Airport,RCK,Rockdale,30.6315994263,-96.9897003174,US,America/Chicago
Fulton County Airport,RCR,Rochester,41.0656013489,-86.18170166019999,US,America/Indiana/Indianapolis
Nartron Field,RCT,Reed City,43.9000015259,-85.5167007446,US,America/Detroit
Redding Municipal Airport,RDD,Redding,40.50899887,-122.2929993,US,America/Los_Angeles
Reading Regional Airport (Carl A Spaatz Field),RDG,Reading,40.378502,-75.965202,US,America/New_York
Roberts Field,RDM,Redmond,44.2541008,-121.1500015,US,America/Los_Angeles
Grand Forks Air Force Base,RDR,Grand Forks,47.961101532,-97.4011993408,US,America/Chicago
Raleigh Durham International Airport,RDU,Raleigh/Durham,35.877602,-78.787498,US,America/New_York
Rome State Airport,REO,Rome,42.5777015686,-117.885002136,US,America/Boise
Chicago Rockford International Airport,RFD,Chicago/Rockford,42.1954,-89.097198,US,America/Chicago
Rooke Field,RFG,Refugio,28.2936,-97.322998,US,America/Chicago
Rhinelander Oneida County Airport,RHI,Rhinelander,45.63119888305664,-89.46749877929688,US,America/Chicago
Reid-Hillview Airport of Santa Clara County,RHV,San Jose,37.332901001,-121.819000244,US,America/Los_Angeles
Richmond International Airport,RIC,Richmond,37.50519943237305,-77.3197021484375,US,America/New_York
Richmond Municipal Airport,RID,Richmond,39.757198,-84.842796,US,America/Indiana/Indianapolis
Richfield Municipal Airport,RIF,Richfield,38.734068,-112.101603,US,America/Denver
Garfield County Regional Airport,RIL,Rifle,39.526299,-107.726997,US,America/Denver
Flabob Airport,RIR,Riverside,33.9897,-117.411003,US,America/Los_Angeles
March Air Reserve Base,RIV,Riverside,33.880699,-117.259003,US,America/Los_Angeles
Central Wyoming Regional Airport,RIW,Riverton,43.064201,-108.459999,US,America/Denver
Karawari Airstrip,KRJ,Amboin,-4.59666666667,143.5225,PG,Pacific/Port_Moresby
Knox County Regional Airport,RKD,Rockland,44.060101,-69.099197,US,America/New_York
Aransas County Airport,RKP,Rockport,28.0867996216,-97.0446014404,US,America/Chicago
Robert S Kerr Airport,RKR,Poteau,35.021599,-94.6213,US,America/Chicago
Southwest Wyoming Regional Airport,RKS,Rock Springs,41.5942,-109.065001,US,America/Denver
Rockwood Municipal Airport,RKW,Rockwood,35.9222984314,-84.6896972656,US,America/Chicago
Richland Airport,RLD,Richland,46.305599,-119.304001,US,America/Los_Angeles
Griffiss International Airport,RME,Rome,43.23379898,-75.40699768,US,America/New_York
Richard B Russell Airport,RMG,Rome,34.3506011963,-85.15799713130001,US,America/New_York
Warren County Memorial Airport,RNC,Mc Minnville,35.69869995,-85.84380341,US,America/Chicago
Randolph Air Force Base,RND,Universal City,29.529699,-98.2789,US,America/Chicago
New Richmond Regional Airport,RNH,New Richmond,45.1483,-92.538101,US,America/Chicago
Reno Tahoe International Airport,RNO,Reno,39.4991,-119.767998,US,America/Los_Angeles
Renton Municipal Airport,RNT,Renton,47.4930992126,-122.216003418,US,America/Los_Angeles
Roanoke–Blacksburg Regional Airport,ROA,Roanoke,37.3255,-79.975403,US,America/New_York
Frederick Douglass Greater Rochester International Airport,ROC,Rochester,43.1189,-77.672401,US,America/New_York
Rogers Municipal Airport-Carter Field,ROG,Rogers,36.37229919,-94.10690308,US,America/Chicago
Roswell Air Center Airport,ROW,Roswell,33.301601,-104.530998,US,America/Denver
Roseau Municipal Rudy Billberg Field,ROX,Roseau,48.85599899,-95.6969986,US,America/Chicago
Rice Lake Regional Airport - Carl's Field,RIE,Rice Lake,45.423024,-91.773127,US,America/Chicago
Roundup Airport,RPX,Roundup,46.475095,-108.541497,US,America/Denver
Roben Hood Airport,WBR,Big Rapids,43.7225990295,-85.50409698490002,US,America/Detroit
El Reno Regional Airport,RQO,El Reno,35.47269821,-98.00579834,US,America/Chicago
Merrill Municipal Airport,RRL,Merrill,45.1988983154,-89.7128982544,US,America/Chicago
Warroad International Memorial Airport,RRT,Warroad,48.94139862,-95.3483963,US,America/Chicago
Russell Municipal Airport,RSL,Russell,38.872100830078,-98.811798095703,US,America/Chicago
Ruston Regional Airport,RSN,Ruston,32.514187,-92.588517,US,America/Chicago
Rochester International Airport,RST,Rochester,43.908298,-92.5,US,America/Chicago
Southwest Florida International Airport,RSW,Fort Myers,26.53619956970215,-81.75520324707031,US,America/New_York
Raton Municipal Airport / Crews Field,RTN,Raton,36.741501,-104.501999,US,America/Denver
Kerau Airport,KRU,Gunim,-8.271612,147.071899,PG,Pacific/Port_Moresby
Mid-Carolina Regional Airport,SRW,Salisbury,35.645901,-80.520302,US,America/New_York
Rutland - Southern Vermont Regional Airport,RUT,Rutland,43.5294,-72.9496,US,America/New_York
Mifflin County Airport,RED,Reedsville,40.6773986816,-77.6268005371,US,America/New_York
Richard Lloyd Jones Jr Airport,RVS,Tulsa,36.039600372314,-95.984596252441,US,America/Chicago
Redwood Falls Municipal Airport,RWF,Redwood Falls,44.54719925,-95.08229828,US,America/Chicago
Rocky Mount Wilson Regional Airport,RWI,Rocky Mount,35.856300354003906,-77.89189910888672,US,America/New_York
Rawlins Municipal Airport/Harvey Field,RWL,Rawlins,41.80559921,-107.1999969,US,America/Denver
Rexburg Madison County Airport,RXE,Rexburg,43.8339,-111.805002,US,America/Boise
Jasper County Airport,RNZ,Rensselaer,40.9478988647,-87.1826019287,US,America/Chicago
Ashland Municipal Airport-Sumner Parker Field,AHM,Ashland,42.190265,-122.660648,US,America/Los_Angeles
Bandon State Airport,BDY,Bandon,43.08649826,-124.4079971,US,America/Los_Angeles
Sunriver Airport,SUO,Sunriver,43.876301,-121.453003,US,America/Los_Angeles
Madras Municipal Airport,MDJ,Madras,44.67020035,-121.1549988,US,America/Los_Angeles
Prineville Airport,PRZ,Prineville,44.286998748779,-120.90399932861,US,America/Los_Angeles
Idaho County Airport,IDH,Grangeville,45.9426,-116.123001,US,America/Los_Angeles
Shively Field,SAA,Saratoga,41.444901,-106.823997,US,America/Denver
Sacramento Executive Airport,SAC,Sacramento,38.5125007629,-121.492996216,US,America/Los_Angeles
Safford Regional Airport,SAD,Safford,32.85480118,-109.6350021,US,America/Phoenix
Santa Fe Municipal Airport,SAF,Santa Fe,35.6171,-106.088997,US,America/Denver
San Diego International Airport,SAN,San Diego,32.7336006165,-117.190002441,US,America/Los_Angeles
Sparta Community Airport - Hunter Field,SAR,Sparta,38.148899,-89.6987,US,America/Chicago
San Antonio International Airport,SAT,San Antonio,29.533701,-98.469803,US,America/Chicago
Savannah Hilton Head International Airport,SAV,Savannah,32.12760162,-81.20210266,US,America/New_York
Marquette/Sawyer International Airport,MQT,Gwinn,46.3536,-87.395401,US,America/Detroit
Santa Barbara Municipal Airport,SBA,Santa Barbara,34.426201,-119.839996,US,America/Los_Angeles
San Bernardino International Airport,SBD,San Bernardino,34.095402,-117.235001,US,America/Los_Angeles
Sheboygan County Memorial Airport,SBM,Sheboygan,43.76959991,-87.85140228,US,America/Chicago
South Bend Regional Airport,SBN,South Bend,41.708698,-86.317299,US,America/Indiana/Indianapolis
San Luis County Regional Airport,SBP,San Luis Obispo,35.2368011475,-120.641998291,US,America/Los_Angeles
Steamboat Springs Bob Adams Field,SBS,Steamboat Springs,40.5163002,-106.8659973,US,America/Denver
Shelby Airport,SBX,Shelby,48.5406990051,-111.871002197,US,America/Denver
Salisbury Ocean City Wicomico Regional Airport,SBY,Salisbury,38.34049987792969,-75.51029968261719,US,America/New_York
Scribner State Airport,SCB,Scribner,41.610298156738,-96.629898071289,US,America/Chicago
Schenectady County Airport,SCH,Schenectady,42.852500915527,-73.928901672363,US,America/New_York
Stockton Metropolitan Airport,SCK,Stockton,37.893279,-121.238079,US,America/Los_Angeles
Louisville Muhammad Ali International Airport,SDF,Louisville,38.1744,-85.736,US,America/Kentucky/Louisville
Scottsdale Airport,SCF,Scottsdale,33.622898101807,-111.91100311279,US,America/Phoenix
Brown Field Municipal Airport,SDM,San Diego,32.572639,-116.980019,US,America/Los_Angeles
Sidney - Richland Regional Airport,SDY,Sidney,47.705141,-104.194422,US,America/Denver
Seattle–Tacoma International Airport,SEA,Seattle,47.447943,-122.310276,US,America/Los_Angeles
Gillespie Field,SEE,San Diego/El Cajon,32.826198577881,-116.97200012207,US,America/Los_Angeles
Sebring Regional Airport,SEF,Sebring,27.45639992,-81.3423996,US,America/New_York
Penn Valley Airport,SEG,Selinsgrove,40.820598602295,-76.863899230957,US,America/New_York
Craig Field,SEM,Selma,32.343898773193,-86.987800598145,US,America/Chicago
Stephenville Clark Regional Airport,SEP,Stephenville,32.215302,-98.177696,US,America/Chicago
Freeman Municipal Airport,SER,Seymour,38.923599243164,-85.907402038574,US,America/Indiana/Indianapolis
Sedona Airport,SDX,Sedona,34.848598480225,-111.78800201416,US,America/Phoenix
Orlando Sanford International Airport,SFB,Orlando,28.7775993347168,-81.23750305175781,US,America/New_York
Felts Field,SFF,Spokane,47.682899,-117.321925,US,America/Los_Angeles
Sanford Seacoast Regional Airport,SFM,Sanford,43.393901824951,-70.708000183105,US,America/New_York
San Francisco International Airport,SFO,San Francisco,37.619806,-122.374821,US,America/Los_Angeles
North Central State Airport,SFZ,Pawtucket,41.9207992554,-71.49140167239999,US,America/New_York
Springfield Branson National Airport,SGF,Springfield,37.245701,-93.388603,US,America/Chicago
Springfield-Beckley Municipal Airport,SGH,Springfield,39.840301513672,-83.840202331543,US,America/New_York
Northeast Florida Regional Airport,UST,St Augustine,29.9592,-81.339798,US,America/New_York
Sugar Land Regional Airport,SGR,Houston,29.622299194336,-95.65650177002,US,America/Chicago
Stuttgart Municipal Airport / Carl Humphrey Field,SGT,Stuttgart,34.599499,-91.574997,US,America/Chicago
St George Regional Airport,SGU,St George,37.036389,-113.510306,US,America/Denver
Shenandoah Valley Regional Airport,SHD,Weyers Cave,38.263802,-78.8964,US,America/New_York
Sanderson Field,SHN,Shelton,47.233600616455,-123.14800262451,US,America/Los_Angeles
Sheridan County Airport,SHR,Sheridan,44.76919937133789,-106.9800033569336,US,America/Denver
Shreveport Regional Airport,SHV,Shreveport,32.446602,-93.8256,US,America/Chicago
Sikeston Memorial Municipal Airport,SIK,Sikeston,36.898899078369,-89.561798095703,US,America/Chicago
Sullivan County Airport,SIV,Sullivan,39.1147,-87.448303,US,America/Indiana/Indianapolis
Siskiyou County Airport,SIY,Montague,41.781399,-122.468002,US,America/Los_Angeles
Norman Y. Mineta San Jose International Airport,SJC,San Jose,37.362452,-121.929188,US,America/Los_Angeles
St Johns Industrial Air Park,SJN,St Johns,34.51860046,-109.3789978,US,America/Phoenix
