SeatID,FlightID,SeatNumber,ClassID
46560,73015,Z39,1
46561,83738,N3,4
46562,78803,B20,4
46563,73090,E2,2
46564,9718,K14,5
46565,57577,S48,4
46566,69788,B46,2
46567,77475,M32,5
46568,33895,H45,3
46569,51683,Y10,1
46570,59346,X23,3
46571,73746,N49,3
46572,7915,L22,5
46573,96191,D49,4
46574,75824,M46,5
46575,90363,J41,2
46576,53763,B33,3
46577,81222,N49,4
46578,66062,J41,1
46579,97549,F38,3
46580,56638,R37,4
46581,55352,C7,1
46582,43490,Y31,2
46583,54301,D36,3
46584,62633,F25,3
46585,37248,F15,5
46586,73825,Z49,1
46587,36789,A15,3
46588,44944,T28,4
46589,33960,R49,2
46590,58668,L2,4
46591,32934,C10,4
46592,54338,L30,1
46593,22338,S22,2
46594,58256,N6,5
46595,80365,D27,3
46596,17390,D42,4
46597,13896,B33,3
46598,45832,E17,5
46599,19949,D24,4
46600,66145,G4,5
46601,36875,R25,5
46602,55618,E38,2
46603,58346,P42,5
46604,65659,G34,4
46605,26905,L17,5
46606,22183,W8,4
46607,48267,W36,4
46608,45774,L41,2
46609,27062,N50,1
46610,29967,J31,4
46611,47628,L30,1
46612,69844,G16,4
46613,87495,S8,4
46614,66294,G48,2
46615,41666,G34,4
46616,29005,B13,4
46617,51295,T23,3
46618,1189,E31,2
46619,55155,N45,3
46620,15727,R7,3
46621,19403,G24,2
46622,89862,S33,5
46623,52221,E45,3
46624,15199,E48,3
46625,23315,N50,3
46626,62924,H15,4
46627,15892,N2,5
46628,62654,X13,4
46629,91155,T29,3
46630,37567,F42,2
46631,37867,R24,5
46632,70737,G9,4
46633,15815,P40,2
46634,67193,J10,3
46635,60250,R39,3
46636,97626,F31,3
46637,45019,P43,5
46638,83798,Y31,4
46639,36356,E2,5
46640,26536,F1,1
46641,54992,Y26,5
46642,87378,G10,3
46643,79671,Z15,3
46644,57071,Y16,3
46645,54025,K36,4
46646,83958,F8,1
46647,29189,P40,3
46648,40808,N13,3
46649,17812,S25,4
46650,8123,R26,1
46651,17322,A19,4
46652,91670,Z3,3
46653,95641,Y41,2
46654,46431,X35,1
46655,29840,T24,4
46656,50293,Z33,3
46657,26311,F7,5
46658,5697,A16,1
46659,16980,T15,3
46660,59749,W20,4
46661,36528,F45,4
46662,79786,G32,2
46663,2595,L17,5
46664,96779,X2,1
46665,64506,J2,4
46666,37152,A41,4
46667,9233,P42,2
46668,42637,L6,2
46669,9052,J12,5
46670,19813,G27,5
46671,96287,W3,4
46672,49595,R35,3
46673,33175,G1,3
46674,90980,Y17,1
46675,91312,J8,3
46676,51737,N1,4
46677,14985,J15,5
46678,80637,F43,1
46679,92267,D24,4
46680,58109,M12,1
46681,49087,W25,4
46682,18669,N42,1
46683,11756,C38,2
46684,63368,K21,4
46685,44131,E25,1
46686,30882,T22,4
46687,81901,Z50,3
46688,21711,X25,3
46689,69725,G20,5
46690,50939,M24,1
46691,92044,A12,4
46692,93701,M5,5
46693,30590,A37,4
46694,44437,B41,4
46695,42705,Z46,1
46696,24029,Z37,1
46697,48025,R19,1
46698,13024,X31,2
46699,10946,N10,5
46700,76902,J21,4
46701,38619,P22,5
46702,4183,W33,5
46703,23329,C7,4
46704,69082,F1,5
46705,48980,S7,1
46706,42815,K3,5
46707,74496,T49,1
46708,98390,X26,5
46709,44301,F3,5
46710,32406,L6,3
46711,60770,J16,5
46712,64980,R24,5
46713,43512,B43,4
46714,17658,R25,3
46715,93423,L33,3
46716,10803,S24,2
46717,67631,F14,2
46718,28401,M7,1
46719,57332,D48,3
46720,82684,E34,5
46721,99753,J23,3
46722,26702,P50,1
46723,64090,J42,4
46724,50243,Y10,1
46725,53001,F13,1
46726,7657,S29,4
46727,37950,Z25,5
46728,30798,L36,5
46729,82988,R20,4
46730,10606,M40,3
46731,78911,S45,3
46732,75996,N41,5
46733,81969,L19,2
46734,73294,X42,5
46735,25579,N39,5
46736,64456,S49,3
46737,11762,F15,5
46738,80032,S48,3
46739,90233,H40,2
46740,46343,P9,1
46741,97752,G46,5
46742,24288,T11,2
46743,54351,J21,5
46744,74966,W33,5
46745,13977,L19,5
46746,59256,W19,5
46747,78895,B38,3
46748,78161,P32,5
46749,83546,S6,4
46750,19724,T22,4
46751,91867,P29,4
46752,43701,J30,5
46753,69013,L18,5
46754,44903,H21,2
46755,18613,E26,1
46756,44841,K38,2
46757,59804,S32,4
46758,50925,T39,2
46759,73924,C29,4
46760,58597,A25,5
46761,16245,C13,2
46762,44043,H13,2
46763,91922,K43,4
46764,2543,H10,4
46765,40575,Y42,4
46766,94825,Y17,5
46767,18684,T49,4
46768,80015,P13,4
46769,28934,X3,2
46770,99348,N1,2
46771,10536,P29,2
46772,84610,P32,2
46773,51325,M4,3
46774,75224,A41,5
46775,62685,G12,3
46776,34275,Y41,5
46777,83395,S47,1
46778,37871,G38,2
46779,42163,C37,3
46780,87411,S7,4
46781,68346,J35,4
46782,62612,R6,5
46783,85229,K41,3
46784,43375,E49,4
46785,60260,A12,5
46786,88385,B48,4
46787,20389,Y39,1
46788,70853,S33,5
46789,44351,W24,3
46790,18079,X21,5
46791,91782,P24,5
46792,10688,J13,5
46793,46347,Y31,2
46794,94001,N43,5
46795,66986,C15,1
46796,80925,F14,1
46797,10665,K31,1
46798,38931,S26,1
46799,54502,P5,4
46800,48388,A13,1
46801,69021,R45,1
46802,55141,N18,5
46803,52778,X10,5
46804,1909,H36,5
46805,82469,C13,3
46806,96168,D26,2
46807,87880,G6,5
46808,59515,D14,1
46809,77243,H24,1
46810,63072,P50,1
46811,35609,C18,4
46812,77608,R40,3
46813,378,L36,2
46814,95000,D29,3
46815,43772,X44,5
46816,83932,Z9,5
46817,34242,A16,5
46818,37844,A48,3
46819,48846,G35,5
46820,52805,D23,1
46821,3906,S20,2
46822,50749,C25,3
46823,17538,H39,1
46824,33982,Z42,3
46825,2888,H29,2
46826,84726,C28,1
46827,73677,F43,5
46828,74913,G17,5
46829,85325,A29,2
46830,6837,E48,1
46831,78245,D45,1
46832,79718,D16,2
46833,40553,D33,4
46834,74614,K3,1
46835,15931,X24,1
46836,45881,X1,1
46837,45189,Z25,5
46838,22296,K9,5
46839,44516,K29,3
46840,88208,J27,5
46841,30568,D10,2
46842,11430,F28,2
46843,37404,Y41,2
46844,2894,T47,3
46845,91712,Y46,5
46846,55116,P42,1
46847,80584,N33,4
46848,95275,R25,5
46849,59138,K23,5
46850,47293,S40,1
46851,89674,H37,3
46852,80403,R11,3
46853,37202,N12,2
46854,79257,H10,4
46855,22024,G3,1
46856,97814,C13,2
46857,44812,L27,5
46858,81484,K2,4
46859,11296,N22,4
46860,94497,M27,2
46861,32195,R4,4
46862,40322,P46,4
46863,14639,X14,2
46864,10773,M19,1
46865,55700,E12,2
46866,81441,B4,2
46867,74665,F41,5
46868,50985,M10,2
46869,34837,N39,3
46870,94862,E18,3
46871,46350,W7,3
46872,82059,M50,2
46873,99220,B37,2
46874,5547,G3,5
46875,11089,E2,2
46876,32368,C34,2
46877,13916,J29,5
46878,34192,E22,2
46879,76918,N5,1
46880,570,M1,3
46881,47212,E7,3
46882,1947,K34,1
46883,63884,N22,1
46884,31416,E9,2
46885,7231,W6,1
46886,83578,B49,4
46887,11383,L15,4
46888,87206,A39,3
46889,59232,B3,4
46890,32155,R40,2
46891,21856,F15,2
46892,28896,P25,3
46893,3982,M39,5
46894,5622,R34,5
46895,81238,T31,5
46896,661,W33,5
46897,13720,A8,1
46898,6163,E44,1
46899,98368,B13,1
46900,50405,Z18,3
46901,71990,N48,4
46902,74761,A38,5
46903,20369,B23,4
46904,35476,A9,1
46905,20866,S49,3
46906,65095,Z38,4
46907,63568,T5,1
46908,21572,R34,1
46909,52687,B43,5
46910,77472,E26,5
46911,24828,E28,5
46912,90477,D40,5
46913,29722,H41,3
46914,33917,Z13,4
46915,143,W38,5
46916,23345,R27,1
46917,57792,E6,1
46918,48565,H16,4
46919,55636,Z16,4
46920,7391,A1,5
46921,77072,S36,2
46922,15956,N41,3
46923,53258,G1,3
46924,5103,B37,3
46925,74982,P4,1
46926,11529,F30,1
46927,89857,J39,1
46928,12655,R37,3
46929,78928,T39,4
46930,90721,Y34,2
46931,590,L28,1
46932,6087,Y13,2
46933,44298,N49,1
46934,11723,M8,2
46935,18599,Y38,1
46936,30669,W10,3
46937,73043,L6,4
46938,10108,H45,4
46939,56130,A35,3
46940,62583,W48,2
46941,85543,Y6,4
46942,1183,Y27,5
46943,40702,Z10,3
46944,97457,Y11,2
46945,16541,X37,2
46946,31274,C43,3
46947,2270,Z24,4
46948,69176,F33,3
46949,82493,R22,1
46950,61604,K16,1
46951,69484,L7,5
46952,38517,K4,5
46953,61932,Y2,3
46954,24602,G14,1
46955,17397,K34,3
46956,52026,D13,5
46957,63545,P8,5
46958,83154,K7,3
46959,11792,R14,1
46960,50067,W6,2
46961,78752,C17,2
46962,2374,J47,1
46963,69583,G17,3
46964,49666,F45,4
46965,84694,E30,3
46966,97656,L15,4
46967,51648,B4,1
46968,9925,L34,4
46969,19155,R23,1
46970,50754,D46,5
46971,45305,R17,2
46972,63968,C32,3
46973,35181,P13,1
46974,6065,W8,1
46975,80948,M9,5
46976,27824,S3,2
46977,10810,P38,4
46978,6759,J9,4
46979,69812,F27,3
46980,81353,W18,4
46981,41374,N35,1
46982,17688,J41,4
46983,82111,Z17,4
46984,72753,M29,4
46985,29255,S47,5
46986,67330,M40,4
46987,30312,R34,4
46988,4592,G44,3
46989,24293,S19,3
46990,60075,H24,1
46991,19646,F44,3
46992,66203,J4,4
46993,70310,A12,3
46994,33062,A18,2
46995,44471,X29,4
46996,59312,W14,5
46997,23879,N45,5
46998,45928,S20,2
46999,323,F4,4
47000,13893,W32,1
47001,74006,P17,4
47002,54878,C5,1
47003,76628,Y21,4
47004,22422,A13,1
47005,61119,R19,2
47006,38018,P37,5
47007,32221,P24,4
47008,81541,A4,4
47009,76049,F43,1
47010,21401,F19,3
47011,30225,A47,2
47012,22615,K25,3
47013,285,L12,5
47014,42070,Y20,5
47015,49186,R3,4
47016,54327,G21,1
47017,71915,R32,4
47018,14919,M36,1
47019,18039,R24,1
47020,41826,E46,4
47021,60598,B27,5
47022,20108,H32,5
47023,7740,D41,1
47024,32067,G26,2
47025,45548,P8,3
47026,7875,J37,4
47027,85662,A27,4
47028,71240,L22,2
47029,60725,M3,1
47030,42620,C11,5
47031,72949,A49,4
47032,83737,B22,3
47033,47283,F48,3
47034,52260,D5,4
47035,83780,L29,4
47036,4989,H2,3
47037,82772,F12,2
47038,10403,B38,5
47039,7694,Z26,4
47040,37111,G6,1
47041,82293,B36,2
47042,22509,G45,1
47043,77559,D19,5
47044,48797,X37,5
47045,73404,C11,2
47046,92919,J50,5
47047,76840,L5,3
47048,32195,B2,5
47049,91967,K38,3
47050,94857,J36,1
47051,23296,N36,1
47052,13888,X11,2
47053,91980,X14,3
47054,63984,X35,1
47055,15565,A31,4
47056,55001,K20,3
47057,49430,P37,5
47058,75372,S50,2
47059,19251,Z34,3
47060,30066,B35,4
47061,2699,Z47,5
47062,6994,J43,5
47063,25262,Y39,3
47064,40363,G33,2
47065,16082,T46,3
47066,44381,E28,2
47067,24050,L30,4
47068,50341,J43,2
47069,90746,B46,4
47070,58182,F50,4
47071,90434,X24,2
47072,9930,T39,1
47073,27076,E13,2
47074,13843,N27,2
47075,30311,M29,3
47076,49364,F40,1
47077,96949,D4,3
47078,25426,S17,3
47079,82956,G43,1
47080,21597,W41,3
47081,20102,W38,4
47082,54377,C44,3
47083,65262,D24,5
47084,18746,K50,3
47085,5659,A24,3
47086,93161,Z32,1
47087,82667,E22,5
47088,46788,X21,4
47089,28252,A23,5
47090,83289,K14,3
47091,70763,A25,1
47092,90822,C22,3
47093,84660,G18,2
47094,80698,D2,4
47095,41326,K50,2
47096,11711,G1,3
47097,84206,S16,4
47098,45875,B17,4
47099,99819,B8,4
47100,61870,N43,3
47101,95125,K24,2
47102,89458,G45,1
47103,13,W3,5
47104,23414,H40,3
47105,37986,S2,4
47106,56265,Z46,3
47107,49029,D17,4
47108,58543,R4,4
47109,5449,H8,1
47110,68309,T30,1
47111,4387,G43,2
47112,55965,S25,5
47113,92968,N7,3
47114,81181,J49,3
47115,40349,Z48,4
47116,73529,Z17,3
47117,59795,M17,2
47118,49996,N40,5
47119,57311,G33,5
47120,90970,N19,3
47121,41320,C21,4
47122,8099,M21,5
47123,77322,K18,2
47124,35614,W10,5
47125,50464,L33,1
47126,78379,B9,5
47127,1540,H16,1
47128,35371,A40,5
47129,2991,X48,3
47130,42659,J11,4
47131,45868,N12,4
47132,10661,Y37,3
47133,81299,K32,2
47134,44060,P22,5
47135,16886,N48,2
47136,74311,K33,2
47137,13921,H13,5
47138,88981,T39,1
47139,37213,T8,5
47140,40081,B39,5
47141,63528,B13,5
47142,38372,E39,4
47143,2139,K40,4
47144,61880,J44,4
47145,97623,E17,1
47146,12910,F10,4
47147,78120,Y25,3
47148,24254,Y49,5
47149,46922,B48,3
47150,16728,P16,1
47151,93172,C3,2
47152,49993,W34,1
47153,80297,E14,3
47154,95597,E26,4
47155,68553,H39,1
47156,54386,C19,1
47157,75080,C20,3
47158,42970,P50,5
47159,85621,A45,5
47160,1678,X48,2
47161,77207,S29,2
47162,69037,Y15,5
47163,33148,J36,2
47164,4902,E25,4
47165,95649,W14,5
47166,70042,G26,3
47167,90005,D42,5
47168,18819,P30,4
47169,11284,W19,1
47170,76331,B26,3
47171,22690,F1,4
47172,44476,A13,3
47173,30065,A47,5
47174,24035,J6,3
47175,90534,L18,1
47176,98253,Z4,2
47177,62143,B25,1
47178,780,H19,2
47179,75427,N17,5
47180,16286,B40,1
47181,11279,Z48,3
47182,18082,J19,5
47183,16278,K13,5
47184,19097,N40,5
47185,6617,G38,5
47186,10537,M23,5
47187,36521,T11,2
47188,86454,T47,1
47189,2068,P38,5
47190,30853,W27,2
47191,13766,E28,5
47192,36700,M4,2
47193,16107,E14,5
47194,62057,H21,2
47195,78117,D9,4
47196,94414,Z47,1
47197,64527,B37,3
47198,24213,E26,4
47199,43290,K16,1
47200,52471,T34,4
47201,84345,G27,2
47202,10410,H14,3
47203,11153,W4,5
47204,75088,D44,5
47205,52044,T19,5
47206,26595,G17,3
47207,84379,X37,3
47208,97478,L26,2
47209,57979,P38,2
47210,82562,W34,4
47211,95339,M9,2
47212,28429,S47,2
47213,94398,A4,1
47214,64071,L27,2
47215,4103,W38,4
47216,385,F21,3
47217,60648,L23,3
47218,11863,K36,5
47219,52730,E47,2
47220,23431,R28,2
47221,31072,T30,1
47222,17951,W13,1
47223,2217,W49,1
47224,10259,B25,1
47225,65893,C45,4
47226,23656,F34,4
47227,57585,P27,5
47228,60527,D42,4
47229,17880,T39,2
47230,80672,L13,5
47231,54135,R5,1
47232,66497,G18,1
47233,95981,Z11,1
47234,24414,N18,2
47235,15386,M27,1
47236,38770,F44,4
47237,31921,R49,2
47238,35364,P33,4
47239,12263,T47,4
47240,15122,C38,1
47241,10137,P41,1
47242,13182,X17,2
47243,66324,Y15,4
47244,72910,K36,2
47245,44454,H9,5
47246,39385,H16,1
47247,55232,A37,5
47248,18753,K47,3
47249,95673,S12,1
47250,35577,A9,3
47251,17072,Y28,1
47252,24644,S14,1
47253,63955,N49,5
47254,24109,J5,1
47255,42170,H46,2
47256,21073,C10,4
47257,68988,T18,4
47258,8652,X35,3
47259,82291,S35,5
47260,86605,D16,5
47261,32667,L37,5
47262,22970,H33,5
47263,48112,Z36,3
47264,83646,F20,4
47265,277,E29,2
47266,9585,Y45,2
47267,27471,W9,4
47268,33471,K9,2
47269,37517,P12,3
47270,40713,L22,4
47271,38869,G23,1
47272,12400,L1,5
47273,82179,W4,4
47274,13148,A46,4
47275,49269,P41,5
47276,6133,E17,5
47277,92228,X37,4
47278,89095,H13,1
47279,9334,K23,2
47280,94793,M36,1
47281,81808,F10,4
47282,18106,A30,1
47283,43787,F37,4
47284,78766,F26,3
47285,96473,B49,4
47286,25993,X42,1
47287,87582,W43,5
47288,31523,E25,3
47289,76377,K23,3
47290,82085,M8,3
47291,91490,K10,3
47292,30192,E11,4
47293,46345,T15,4
47294,67059,P18,4
47295,28209,N34,2
47296,42733,D18,2
47297,90384,Z33,2
47298,99536,Y1,5
47299,49128,R49,3
47300,41526,P43,1
47301,39189,J19,1
47302,2128,K34,2
47303,39330,E15,5
47304,49333,T27,4
47305,64136,B38,2
47306,28683,D14,2
47307,72768,A50,5
47308,21398,R32,1
47309,8907,Y1,2
47310,14774,A25,2
47311,54544,N40,1
47312,26952,W25,5
47313,18813,E7,5
47314,19184,J18,4
47315,62639,B34,2
47316,60734,X20,5
47317,43395,Z26,5
47318,48390,D25,5
47319,39418,D49,1
47320,98886,W25,1
47321,15742,S50,3
47322,81573,M16,3
47323,54520,Z20,1
47324,89119,H45,3
47325,93233,M16,3
47326,45181,G47,3
47327,24063,D24,3
47328,50810,F1,4
47329,63080,B30,2
47330,90573,T3,2
47331,55862,D32,2
47332,18861,K30,1
47333,95427,D30,4
47334,385,D9,2
47335,74065,S2,2
47336,29494,K35,3
47337,42,H29,5
47338,7107,N33,5
47339,19560,C4,2
47340,35064,S20,5
47341,36063,G37,2
47342,38985,A24,2
47343,49927,L50,4
47344,75660,F43,4
47345,64364,K25,4
47346,75495,J41,5
47347,78717,K38,1
47348,55090,D32,4
47349,71898,Z11,2
47350,48814,W22,5
47351,94659,S49,1
47352,97601,J30,4
47353,95987,T11,5
47354,72524,P27,2
47355,14500,F50,3
47356,39963,K36,1
47357,97178,J10,4
47358,4833,W28,1
47359,52882,F25,3
47360,84678,E6,5
47361,74599,R49,3
47362,93933,X24,2
47363,1200,L35,3
47364,84256,N19,4
47365,55926,X44,1
47366,92929,R5,1
47367,87570,F20,1
47368,73307,P7,3
47369,48048,N14,4
47370,63855,H25,4
47371,95787,P25,1
47372,20261,D28,1
47373,99825,Z23,1
47374,60542,X42,2
47375,76612,M39,5
47376,30439,A19,5
47377,73344,R25,4
47378,53415,H17,5
47379,69091,D33,4
47380,26983,A43,2
47381,61832,G4,4
47382,87884,S49,1
47383,96406,B34,3
47384,18532,D41,5
47385,77253,S22,4
47386,16609,P34,2
47387,23284,E14,5
47388,99758,J12,4
47389,50258,S26,3
47390,67080,T1,4
47391,710,A4,3
47392,87641,W49,1
47393,69611,Z15,4
47394,56748,P12,5
47395,82685,Y13,3
47396,39892,X11,1
47397,2363,K25,5
47398,29894,F6,4
47399,48587,F27,3
47400,58271,R8,4
47401,81317,H39,4
47402,53682,J14,1
47403,78585,T21,3
47404,18944,N15,5
47405,35576,S36,5
47406,21561,L36,4
47407,85711,K19,5
47408,28201,T6,2
47409,80906,B33,3
47410,3836,H43,4
47411,79647,A18,4
47412,8212,B34,4
47413,62533,L40,3
47414,19477,F1,3
47415,95324,N12,4
47416,80000,F21,3
47417,18138,F43,1
47418,95376,T40,2
47419,26431,C43,4
47420,41405,B26,1
47421,50807,H11,3
47422,39628,C37,4
47423,22537,Y10,1
47424,86293,C40,4
47425,29825,T34,5
47426,50460,M39,2
47427,29120,G37,4
47428,364,Z27,3
47429,37614,J18,3
47430,47699,S11,2
47431,73999,R27,2
47432,78225,T7,1
47433,50059,N26,2
47434,65609,E32,1
47435,92351,Z23,3
47436,78983,S8,2
47437,90190,G27,1
47438,3297,E3,5
47439,47378,J27,5
47440,1193,K7,1
47441,56815,C30,4
47442,77360,L33,3
47443,69960,K29,5
47444,43884,Y12,4
47445,47753,K16,3
47446,46509,M8,4
47447,57737,S43,2
47448,38852,P39,1
47449,99743,Y23,1
47450,71946,G45,1
47451,9646,X5,3
47452,91505,H19,5
47453,72427,H7,5
47454,39169,Y47,1
47455,79438,S41,4
47456,42522,J16,4
47457,51439,C20,5
47458,55284,C31,4
47459,41955,K8,4
47460,93653,J6,4
47461,16330,F5,5
47462,10600,X40,1
47463,1104,M17,4
47464,9081,R27,4
47465,9640,K32,5
47466,92531,C47,3
47467,80242,P9,4
47468,2431,X19,2
47469,57840,E37,5
47470,1851,E46,2
47471,50021,F47,5
47472,12384,P13,2
47473,92166,G38,3
47474,48625,T38,2
47475,73563,J7,2
47476,27067,A35,5
47477,84509,J22,5
47478,82740,F6,2
47479,10959,B9,1
47480,83313,Z31,2
47481,69153,D26,4
47482,24800,D12,2
47483,15013,B3,3
47484,84366,M23,1
47485,70976,F41,5
47486,69655,B16,2
47487,91933,F12,4
47488,54962,X15,4
47489,40563,S32,5
47490,53747,L39,5
47491,88646,P4,1
47492,26407,H27,5
47493,59281,Y24,5
47494,81860,S32,1
47495,40451,H31,4
47496,627,M48,4
47497,32718,J50,2
47498,28935,E4,3
47499,81237,H39,3
47500,42309,H27,5
47501,6183,G24,1
47502,81434,G14,2
47503,68260,K22,2
47504,37739,R49,3
47505,71119,E23,1
47506,51007,R2,3
47507,69261,E48,3
47508,79917,N43,2
47509,62008,G48,1
47510,59775,Z11,5
47511,41266,M15,2
47512,84376,W46,4
47513,91628,D16,5
47514,96297,E25,4
47515,58984,T30,3
47516,48861,L8,3
47517,7816,G43,1
47518,59994,C14,1
47519,24819,T6,2
47520,32017,C38,1
47521,49532,L15,2
47522,33573,R18,1
47523,88324,L50,3
47524,5054,E34,4
47525,11182,T45,1
47526,93914,J22,4
47527,96477,E1,5
47528,40354,A7,5
47529,52449,B42,3
47530,83441,T8,2
47531,85394,Z23,5
47532,47310,H47,5
47533,19371,W28,1
47534,63871,A12,3
47535,25094,L23,3
47536,47701,X12,3
47537,49337,Z12,2
47538,69167,S13,5
47539,4974,B14,3
47540,45123,A6,5
47541,93008,W40,2
47542,83244,M44,5
47543,2201,M37,2
47544,21408,F17,4
47545,64561,J19,5
47546,2736,C23,5
47547,2235,Y5,3
47548,42421,T30,4
47549,79468,E7,1
47550,87218,A6,1
47551,15683,R17,5
47552,7400,R7,2
47553,71532,M37,5
47554,45532,S34,3
47555,81060,L48,3
47556,33226,A29,1
47557,7370,C48,5
47558,70512,W21,1
47559,47752,X34,4
47560,38265,P26,1
47561,35757,J31,2
47562,3308,A17,5
47563,86616,L18,2
47564,87275,Z7,5
47565,53829,S44,3
47566,72696,D37,5
47567,41793,F14,5
47568,31381,K17,1
47569,85059,L38,3
47570,68408,X23,1
47571,55366,X35,3
47572,17902,E23,1
47573,67659,A35,5
47574,70570,J48,2
47575,68589,N3,4
47576,71991,Z34,3
47577,21121,R28,3
47578,5897,E17,3
47579,52786,Y7,5
47580,12652,D11,3
47581,22806,P26,1
47582,479,K26,2
47583,94790,Z20,1
47584,69269,M31,5
47585,25706,G19,5
47586,13216,E23,4
47587,40965,M1,3
47588,79918,L9,1
47589,46846,N21,4
47590,17488,E4,2
47591,34274,H30,3
47592,65044,H43,4
47593,1836,G7,2
47594,6685,L38,5
47595,40811,B20,4
47596,54836,B6,5
47597,5969,C48,4
47598,67345,N30,3
47599,53113,G22,3
47600,73882,Y16,4
47601,798,S14,3
47602,88242,M32,2
47603,42775,K11,3
47604,6249,F46,5
47605,22828,S28,4
47606,92208,N13,2
47607,97202,H13,1
47608,13217,D6,4
47609,49939,B37,4
47610,78545,A36,5
47611,48238,E6,3
47612,64691,S39,2
47613,3114,S8,3
47614,10805,E43,4
47615,59098,Y9,3
47616,19525,X43,3
47617,88296,M28,3
47618,87486,Z2,3
47619,46334,T9,3
47620,79726,S25,1
47621,96881,S32,2
47622,46151,J48,3
47623,10538,X42,5
47624,38663,R41,1
47625,88508,C27,3
47626,56735,S3,4
47627,85608,S16,2
47628,61420,B11,3
47629,16894,F14,4
47630,53104,T14,3
47631,64978,H33,3
47632,87611,Y47,5
47633,95764,Z5,2
47634,29320,E36,5
47635,33623,Z7,5
47636,72740,R24,4
47637,4265,P1,5
47638,18756,K32,4
47639,26044,Z18,5
47640,42129,P1,3
47641,11962,J33,2
47642,99821,L20,2
47643,67167,M50,5
47644,73150,X25,2
47645,79310,D36,2
47646,18438,Z23,1
47647,74935,A3,5
47648,7298,C7,1
47649,26501,G40,2
47650,21634,G47,4
47651,54428,K27,1
47652,23759,X20,5
47653,69419,B48,5
47654,88831,Y35,2
47655,93533,H37,4
47656,54550,X43,4
47657,35937,Y40,2
47658,84833,C3,4
47659,86104,P25,2
47660,59602,Z45,4
47661,32014,W16,3
47662,43616,H23,4
47663,32192,Z22,3
47664,16150,T27,3
47665,20020,D1,3
47666,26305,B9,1
47667,95690,L37,4
47668,24101,G41,4
47669,54370,L23,3
47670,86586,X36,3
47671,57755,A22,1
47672,89873,F22,4
47673,95632,Z17,5
47674,10077,M47,5
47675,32043,T5,1
47676,83718,G15,2
47677,31087,K17,5
47678,5196,A49,1
47679,273,H7,3
47680,14167,Y20,2
47681,71745,G41,5
47682,91752,Z28,2
47683,29520,P26,1
47684,30709,E28,3
47685,7071,F48,4
47686,56584,N38,3
47687,93713,G6,2
47688,81037,L46,1
47689,74637,G30,5
47690,71298,M15,2
47691,97573,D14,2
47692,65186,A30,3
47693,66328,T32,1
47694,6236,S38,5
47695,46135,F36,4
47696,29559,E11,4
47697,13139,K38,1
47698,81271,J14,5
47699,87182,X4,1
47700,81821,M12,1
47701,16547,K41,5
47702,49693,X38,4
47703,69368,K19,2
47704,39884,W5,3
47705,41565,M49,2
47706,47838,D30,2
47707,34669,B3,1
47708,22217,K32,2
47709,19091,X2,5
47710,72119,W35,1
47711,55654,M23,4
47712,84123,L20,2
47713,55778,F4,1
47714,12691,C50,5
47715,36928,K11,1
47716,47854,T19,4
47717,14994,M43,5
47718,69522,H34,4
47719,83834,J1,2
47720,33556,H20,4
47721,14632,Y1,5
47722,22370,L31,1
47723,90478,M49,5
47724,2716,B29,3
47725,6488,M34,5
47726,94392,L20,5
47727,59889,L32,5
47728,25822,B22,5
47729,42303,A10,3
47730,16954,M10,2
47731,68127,J32,5
47732,96583,A2,3
47733,8756,R28,2
47734,74219,E22,3
47735,84951,D37,4
47736,79759,S35,4
47737,69609,Z34,1
47738,99365,R36,4
47739,69343,T13,1
47740,40957,H36,1
47741,65521,S14,2
47742,21478,Z7,1
47743,59830,Y28,2
47744,11581,L26,4
47745,83952,K39,5
47746,4305,S41,2
47747,38960,D19,3
47748,90624,J33,4
47749,7207,C43,3
47750,76602,M40,4
47751,79944,A29,4
47752,80793,N13,5
47753,59727,S7,1
47754,86998,B39,2
47755,75902,C46,4
47756,69210,X47,4
47757,23291,G3,4
47758,83683,D49,4
47759,37689,E14,5
47760,87380,Z7,2
47761,64485,M16,4
47762,11790,X1,3
47763,53177,R33,4
47764,98181,T12,3
47765,87604,A45,2
47766,16406,P45,5
47767,92316,P35,3
47768,62835,W29,2
47769,97538,T1,4
47770,21147,A32,1
47771,78486,L15,3
47772,88905,Y18,5
47773,64347,D32,3
47774,62556,G3,1
47775,86343,Z24,1
47776,9271,L12,1
47777,27357,D31,3
47778,92671,J15,5
47779,17739,N4,3
47780,32935,H31,3
47781,86299,F8,4
47782,80382,Y18,1
47783,18916,N18,5
47784,28328,J4,4
47785,13566,J11,1
47786,80120,X2,4
47787,43982,A40,4
47788,86315,H37,2
47789,56277,A17,1
47790,94420,W8,4
47791,86807,E22,3
47792,40887,H40,5
47793,26531,L6,1
47794,35748,F43,1
47795,62895,M30,5
47796,98859,F17,4
47797,28076,C36,1
47798,27732,X43,2
47799,70689,C37,4
47800,91206,P45,3
47801,77166,Y3,3
47802,74296,Z28,4
47803,34704,P42,1
47804,35850,E18,3
47805,29515,E6,4
47806,46677,C21,1
47807,37929,B10,3
47808,26453,D37,1
47809,27920,D26,2
47810,33612,L1,1
47811,95836,W26,4
47812,69199,G18,3
47813,37114,N29,4
47814,50958,L27,5
47815,13243,H49,3
47816,35608,N4,4
47817,63509,T17,4
47818,88476,Z31,5
47819,63571,F18,4
47820,23855,N4,4
47821,44397,X3,3
