CrewID,PilotID,HostessID,Hostess2ID,AssistantID
5017,9186,7572,6505,2304
5018,408,3507,508,190
5019,9877,6401,9987,6513
5020,9473,365,825,820
5021,2412,972,5474,7203
5022,5026,4760,1341,6392
5023,8415,715,2784,3119
5024,9569,7230,1157,3804
5025,882,462,5573,8812
5026,138,2048,7007,5802
5027,453,9831,6264,1867
5028,1453,7802,9010,2068
5029,5299,7528,2455,7401
5030,741,1498,2978,1260
5031,8390,8218,8258,4387
5032,1129,5715,9720,6019
5033,2922,5030,6660,7162
5034,3284,9124,3650,3592
5035,2272,1198,489,382
5036,5741,8284,3751,1515
5037,6953,5523,6780,7397
5038,4028,5705,7716,4308
5039,7066,5953,8896,4762
5040,2544,7324,3780,4541
5041,6567,1359,6666,6918
5042,792,3110,3894,6963
5043,5990,9939,5683,6635
5044,5416,7500,3087,2024
5045,3939,932,6209,148
5046,71,9869,5510,7111
5047,2856,1716,5760,8349
5048,92,9345,6597,8877
5049,6852,6677,2331,477
5050,2759,7738,195,7718
5051,1044,8636,5956,8987
5052,9051,7628,9607,2295
5053,2467,5517,6092,4361
5054,8307,4883,2996,5925
5055,7631,6711,4032,8030
5056,8737,279,8977,6271
5057,3536,6981,7783,7116
5058,2533,3583,5383,2941
5059,9959,9181,5945,9376
5060,3839,9223,3756,9792
5061,5774,1544,5987,8886
5062,7760,9556,4836,8108
5063,1701,1181,7794,8174
5064,4580,3008,7712,4959
5065,4573,927,9253,9421
5066,5873,1011,8728,4798
5067,360,1773,8906,3171
5068,8547,2038,3611,399
5069,417,86,8373,5981
5070,3436,319,4009,4298
5071,265,2958,5035,6164
5072,702,6450,9105,2147
5073,2744,9324,6123,6291
5074,5689,7091,2039,8260
5075,4232,3608,7735,8964
5076,8432,7920,2172,2328
5077,9367,9828,3650,9505
5078,8390,8538,5756,2221
5079,8853,2290,4086,2716
5080,735,3420,6022,9120
5081,9186,2266,3878,424
5082,5977,5628,2724,299
5083,6087,6787,3620,907
5084,8596,494,956,7075
5085,9261,7127,4864,4811
5086,9113,6726,9374,2836
5087,3761,4217,1144,4124
5088,9763,598,6086,2884
5089,692,2094,4023,7723
5090,8567,4788,9488,207
5091,8364,8924,2482,7578
5092,8329,7086,7749,9086
5093,8692,6597,8959,3219
5094,4344,8891,4631,7782
5095,5661,433,6644,6917
5096,2493,5653,3066,4951
5097,2797,7123,3699,9567
5098,9101,840,3552,9715
5099,5697,2010,9105,3136
5100,4564,3124,7707,8365
5101,4838,8679,7002,1251
5102,7803,6259,463,1016
5103,1984,4607,827,2307
5104,1510,9502,4555,3156
5105,5915,5833,9102,1921
5106,9957,9411,8016,1251
5107,9527,6377,5908,4291
5108,6926,8474,7100,902
5109,5797,5987,5954,1141
5110,1275,8972,2626,6419
5111,2449,7730,6784,6442
5112,2971,4042,5105,6050
5113,5299,5924,4963,7850
5114,6559,5264,6948,9838
5115,2282,1324,375,8185
5116,338,1772,5154,8640
5117,2217,8826,374,1674
5118,9588,4828,9698,1809
5119,7320,5349,883,5649
5120,2229,9096,4982,9404
5121,6247,2207,5116,4427
5122,5309,7365,1267,6073
5123,6855,1623,7246,7786
5124,8400,6332,7287,2159
5125,7079,4611,8733,9752
5126,5522,1959,4102,926
5127,9716,9856,657,2126
5128,6515,3484,129,1035
5129,2183,6452,5417,5723
5130,6976,5029,8644,3737
5131,2289,4136,1855,2813
5132,7829,2127,767,9484
5133,1146,6616,4126,7114
5134,8531,968,7302,2961
5135,4599,6374,4844,5443
5136,3085,7423,9738,450
5137,5064,6176,9450,7224
5138,5233,3187,1407,4449
5139,6697,5960,6296,140
5140,4333,7799,9897,2595
5141,7861,4595,4009,1643
5142,7574,6932,5752,5766
5143,2711,3580,4002,5164
5144,4692,7112,2940,8367
5145,8033,5408,182,7685
5146,7507,3629,6431,525
5147,7033,6140,4603,379
5148,6860,2436,9256,5725
5149,5701,6185,5019,7593
5150,8740,9213,8391,8806
5151,3541,8929,3416,356
5152,8019,8246,3423,9746
5153,7463,6360,4040,6418
5154,9889,7438,7464,5994
5155,7027,6020,157,8360
5156,8041,3968,6127,75
5157,7603,5830,9627,4206
5158,6988,141,7953,9632
5159,1897,6103,4843,8036
5160,9590,5104,603,7253
5161,4536,4844,4220,7771
5162,8521,2946,7466,7591
5163,561,4002,157,1339
5164,7521,9175,5773,1945
5165,3783,86,4483,9146
5166,1044,2203,6790,714
5167,9171,3376,1670,1251
5168,9459,3235,4574,5681
5169,7602,5258,8628,1262
5170,3425,2832,6332,9933
5171,3139,3948,9531,1528
5172,8156,6736,8681,1252
5173,5742,7757,7525,3228
5174,7778,4326,6354,5800
5175,6120,4390,6756,9537
5176,7674,4023,8512,3791
5177,9051,479,485,9622
5178,640,1653,7283,5361
5179,694,7791,2617,4904
5180,251,8543,6133,9231
5181,9285,7853,6916,75
5182,6236,8170,7738,6778
5183,6365,3824,1023,5968
5184,2118,3840,2800,1197
5185,4739,5776,7944,5090
5186,8713,2719,6147,347
5187,7936,3988,6638,2055
5188,1237,537,1918,2341
5189,4675,5511,1692,1178
5190,3962,2584,663,8653
5191,7330,5951,7216,1048
5192,2834,8186,3527,5880
5193,5788,3368,932,4827
5194,5520,2235,1319,8083
5195,2834,8976,9816,8402
5196,4878,2048,5228,8911
5197,4374,6324,4538,8652
5198,7710,8849,1187,424
5199,3483,4937,6387,4571
5200,2243,9531,7069,7478
5201,7186,141,8213,1966
5202,4075,9803,3133,3090
5203,7016,3253,6888,6175
5204,8281,7245,7148,2060
5205,1801,1194,8503,4932
5206,8599,6520,4810,8106
5207,4878,3239,3898,5371
5208,1602,3258,192,1071
5209,2358,9409,3703,5637
5210,8415,4672,2911,6802
5211,5405,23,4394,1074
5212,9936,2326,2394,5084
5213,3688,6630,7928,3818
5214,6216,7623,4394,3521
5215,5341,7839,1595,2884
5216,3338,444,5470,2216
5217,7952,1426,244,7695
5218,7777,3376,2004,8594
5219,6563,2974,3303,9555
5220,4092,5705,6784,8301
5221,586,528,5092,2510
5222,7624,1962,8762,7440
5223,1044,1267,2700,6096
5224,1206,1929,1316,9808
5225,4426,4844,648,2337
5226,8312,3759,840,8848
5227,6955,1784,296,7875
5228,481,8039,4115,6424
5229,4053,3970,2227,8678
5230,4562,5266,1242,3061
5231,719,1575,8463,3241
5232,885,2087,4107,6722
5233,2903,8993,6401,2827
5234,5747,112,4480,1035
5235,6851,9046,8173,6808
5236,6588,2410,5900,3749
5237,1551,7957,7137,5380
5238,7703,8053,9058,1580
5239,6370,6881,716,4397
5240,3245,6500,5760,4163
5241,3729,1937,4587,6338
5242,8577,8236,1021,1820
5243,9240,1527,9284,8510
5244,1493,4143,374,7868
5245,2625,3110,9124,6407
5246,640,5318,1184,1732
5247,5440,1969,8988,2825
5248,4374,335,6774,3345
5249,1513,249,1830,2439
5250,8312,3461,1819,2228
5251,1398,3520,9450,6143
5252,7894,4721,6569,7578
5253,8426,869,6450,7020
5254,9671,4220,969,7850
5255,847,1772,6784,4799
5256,3712,9602,1898,288
5257,8074,2982,2670,1987
5258,8620,2554,272,978
5259,2359,5683,2108,8220
5260,6300,6187,5397,7439
5261,1827,7499,9124,5107
5262,8909,9602,6874,5533
5263,286,2481,8071,8592
5264,2428,8168,9455,8925
5265,917,3495,4490,1217
5266,5840,4598,3235,6566
5267,6624,6866,4188,1433
5268,1072,4471,9522,6322
5269,9302,7274,5763,6357
5270,2456,2371,2368,8109
5271,1876,2984,7511,220
5272,13,2460,5523,3864
5273,7047,7840,4923,8623
5274,8794,2189,9391,5339
5275,8215,7694,9749,9661
5276,3024,4432,8956,9845
5277,2020,3620,6520,6361
5278,3091,9163,4118,3645
5279,4679,9306,2031,9617
5280,2845,3650,6463,1888
5281,863,3940,7827,7249
5282,3994,9201,7084,1071
5283,2487,3695,1473,8337
5284,6823,827,6092,1682
5285,4543,648,2368,4296
5286,1145,7125,706,933
5287,9414,1775,8111,4224
5288,6074,4892,6558,1529
5289,8247,8059,1799,789
5290,6299,8078,6875,3391
5291,8822,162,7244,8923
5292,6685,2730,4631,5544
5293,6400,7827,3927,186
5294,3430,3661,5120,4322
5295,8935,1112,3554,8568
5296,128,6948,9773,1126
5297,3710,6978,2290,7410
5298,2920,9934,6740,9656
5299,9571,7905,7750,488
5300,265,3462,7872,4854
5301,738,9604,3787,4322
5302,890,3835,493,7824
5303,4969,2728,3257,5364
5304,5115,9223,5095,2985
5305,8095,5843,5289,3896
5306,8749,2817,6534,4770
5307,1608,9524,5993,9499
5308,4357,2374,2945,7286
5309,4601,2418,5517,5714
5310,469,9916,8399,9683
5311,9428,7622,8022,5377
5312,2281,4537,1005,3708
5313,9142,9431,3313,8717
5314,438,234,2629,1825
5315,4363,5307,5491,1873
5316,4179,6654,3339,5870
5317,6926,663,4971,3933
5318,7173,1593,7617,1677
5319,9267,6597,2352,1568
5320,8315,6920,9457,103
5321,5053,5939,9334,4234
5322,4287,1244,9372,3492
5323,4431,1481,8914,9617
5324,8191,5973,1466,100
5325,3953,1591,972,6674
5326,4341,961,1388,7142
5327,4920,5190,2841,6403
5328,6391,474,1887,2758
5329,4232,7525,3795,8018
5330,4022,5277,2522,2260
5331,586,4908,4278,7771
5332,2725,2548,1985,3219
5333,5518,9191,5228,5826
5334,9383,8528,7672,8431
5335,1420,9513,5836,1382
5336,6373,5546,7738,4993
5337,8281,8777,1361,4593
5338,265,8613,4301,2575
5339,1984,1291,6086,4914
5340,6795,7365,4773,6471
5341,7777,1647,3819,5139
5342,1874,1460,7148,8505
5343,344,5295,6209,9130
5344,1406,4251,2461,2488
5345,6949,3563,2904,2181
5346,4975,3433,28,7410
5347,6733,5791,4499,6143
5348,6582,9322,8675,1632
5349,705,9737,9831,1724
5350,6696,5390,3696,9027
5351,3254,2149,6504,1260
5352,8204,1989,5167,42
5353,7748,9201,4089,7162
5354,3264,669,7080,4180
5355,2110,2406,1639,6229
5356,1245,4405,7379,9085
5357,6394,5616,9334,9092
5358,4470,8189,8483,3598
5359,4266,1319,2986,3084
5360,5440,4037,8230,2556
5361,3784,5715,3654,9563
5362,9884,6166,4089,9932
5363,822,3755,4208,901
5364,8978,9013,3077,4337
5365,9041,8821,2453,8157
5366,5672,2277,8412,4274
5367,5311,1999,4485,5219
5368,1698,5004,5832,7334
5369,8319,319,5100,852
5370,5673,3608,8720,9715
5371,2756,2706,6586,9075
5372,3260,9729,1309,2310
5373,3226,3133,4007,6224
5374,597,1710,4656,5011
5375,2026,4658,3178,5578
5376,167,4850,9303,5294
5377,1827,2984,6669,7646
5378,9462,3977,4216,2307
5379,339,689,1436,4259
5380,2020,4244,406,7205
5381,860,4394,7716,2045
5382,173,7666,4749,1363
5383,1863,2527,7244,8559
5384,6760,8530,8470,9573
5385,2674,206,4240,4332
5386,344,5515,4742,1224
5387,589,6504,8142,6923
5388,2022,859,9544,9733
5389,7785,5381,7853,9153
5390,8563,598,5137,7111
5391,6283,2581,1020,659
5392,1836,9917,8222,523
5393,4091,9264,2554,3749
5394,9051,3097,5548,4005
5395,1642,1351,6260,8582
5396,8949,8982,1929,2095
5397,2995,6547,6787,5738
5398,7882,85,2747,151
5399,3105,5942,1588,3224
5400,1508,7840,3299,9986
5401,7306,6666,2808,9137
5402,1211,7125,8631,2740
5403,9113,8500,5297,3011
5404,3634,3313,3558,2930
5405,1496,1479,8134,7772
5406,8165,1366,687,3861
5407,7823,4214,5924,2033
5408,6493,9297,3886,1253
5409,3481,55,5900,3615
5410,9142,235,5213,7018
5411,890,9118,9033,2112
5412,8996,2144,864,6938
5413,5346,2999,4472,8174
5414,2142,5386,3775,5344
5415,8423,8016,9002,7691
5416,2795,8187,2980,7592
5417,2687,4844,4331,7203
5418,3146,2027,470,2729
5419,5176,3255,5332,7030
5420,9693,7244,7056,3796
5421,9514,7713,6997,8185
5422,623,1527,2522,1965
5423,1857,8538,9981,4168
5424,3657,6748,4752,1314
5425,4165,6024,2004,6884
5426,9888,3655,2847,8690
5427,6422,7305,3123,2748
5428,2299,3443,1786,6682
5429,3549,9488,4759,557
5430,8920,4734,7104,9678
5431,187,3399,3442,3658
5432,8892,6479,4608,4942
5433,2057,1779,6383,7369
5434,9313,7025,2660,188
5435,8446,4598,4621,5102
5436,7929,1870,3499,6085
5437,7755,4202,4606,2947
5438,748,6383,6106,4477
5439,5604,3387,4389,7388
5440,8092,5908,1213,1109
5441,3729,3333,1718,6951
5442,1053,1866,6032,5471
5443,6553,3368,3912,9031
5444,4990,6638,3118,4539
5445,4408,7528,1396,5388
5446,6015,31,9939,2716
5447,7907,9401,8850,9115
5448,5814,4759,842,89
5449,1209,5167,1693,9286
5450,4078,6679,8416,604
5451,2217,5795,6281,7403
5452,3131,5726,3140,7289
5453,9565,1440,8991,1320
5454,8244,5283,2667,9865
5455,7886,6297,8981,2102
5456,5110,5924,9731,8688
5457,4875,7806,1396,9516
5458,3160,1005,6853,8527
5459,251,2986,8799,6338
5460,6601,2382,5081,769
5461,9498,3520,2459,9914
5462,999,5266,990,4824
5463,4386,6095,3029,6258
5464,2924,388,1516,9016
5465,1489,6103,8348,3403
5466,6525,5283,8564,7887
5467,8740,9277,6676,9678
5468,2185,2092,2542,1791
5469,481,3690,6121,4635
5470,9943,716,8543,4967
5471,2232,576,8031,8829
5472,2695,7510,136,5612
5473,6321,6326,2584,631
5474,3428,5264,9331,4932
5475,7629,6572,7493,6568
5476,1310,1546,8433,4215
5477,4707,878,5987,3875
5478,1630,9294,8746,6188
5479,6610,9533,6377,6982
5480,8158,9039,7437,5820
5481,9265,5100,7466,48
5482,7523,5716,4103,2292
5483,4049,736,8434,9563
5484,9706,8785,7763,6419
5485,10,8575,6306,3273
5486,3633,8912,7452,2632
5487,817,2422,5668,9220
5488,4293,3484,2709,9198
5489,8330,6818,4724,5044
5490,2788,4403,5611,4477
5491,1869,4532,494,7436
5492,960,6552,4686,7520
5493,6014,6626,8391,601
5494,3038,3736,4203,8372
5495,5286,6848,8269,7349
5496,3856,4972,156,7893
5497,5456,232,2269,5273
5498,9608,7042,5191,4943
5499,8095,9533,8939,901
5500,3245,4151,2447,1166
5501,1570,8585,8348,207
5502,5770,2294,5127,5849
5503,17,2032,2238,7610
5504,1271,3441,2916,198
5505,9786,7295,807,726
5506,7507,1887,7737,4665
5507,2224,3450,7756,2353
5508,5979,4146,5420,4288
5509,6823,2523,672,7745
5510,8750,1514,9696,4904
5511,8233,6790,3102,9872
5512,238,9471,3886,5096
5513,1869,7990,5257,7304
5514,1025,9918,234,119
5515,8092,9062,2554,3811
5516,713,8617,9296,2745
5517,1233,4737,4154,9151
5518,2951,6369,1003,2034
5519,5486,5948,7972,8783
5520,338,9925,9607,4911
5521,5156,6847,566,5921
5522,1991,5546,8936,2051
5523,5243,6581,4862,2163
5524,5363,7951,4295,8468
5525,3627,3357,8078,6250
5526,9107,3767,2481,2442
5527,5309,9556,2842,2463
5528,4191,8536,610,9924
5529,1981,9856,490,584
5530,481,8716,7452,114
5531,120,4500,2940,4669
5532,5227,7919,2175,6705
5533,2589,1548,3736,5425
5534,3098,1776,1385,8764
5535,8621,7438,3506,6514
5536,1445,7536,6243,9121
5537,887,5895,7690,297
5538,8440,4535,3491,755
5539,5206,7110,5717,2060
5540,511,2254,4186,8623
5541,770,7759,3558,5803
5542,1211,3655,2382,2233
5543,9139,1918,1130,3615
5544,4233,2329,1005,9792
5545,1741,8487,3898,7876
5546,5873,6710,6,8225
5547,6749,3625,1248,4434
5548,6730,2144,1408,3190
5549,4466,9472,6578,7417
5550,8319,1548,1621,7699
5551,1608,2999,6586,9756
5552,9960,6105,3309,7673
5553,4144,5555,3078,7983
5554,710,5966,2513,6343
5555,187,3355,8134,8666
5556,1435,9468,5580,4924
5557,7173,2513,9251,7646
5558,2289,8644,8864,9066
5559,875,6816,677,8829
5560,7506,1618,5531,1979
5561,4049,5716,5287,7593
5562,2896,5266,7791,5753
5563,9203,3838,7605,9235
5564,9302,2027,2406,5848
5565,6871,471,3475,9072
5566,6378,8799,1087,8372
5567,9482,7425,2881,7346
5568,144,612,3140,2583
5569,728,6200,1814,9896
5570,5673,2265,31,5659
5571,2180,4145,1033,5099
5572,125,3622,9079,5369
5573,2973,497,824,1074
5574,8262,2225,3277,2390
5575,7778,3503,8053,6267
5576,9929,840,5933,3202
5577,6946,7737,2441,8544
5578,5440,6866,5078,229
5579,3734,7373,1153,549
5580,3590,9681,1718,3796
5581,7156,796,7713,1767
5582,5898,650,4504,356
5583,568,471,3851,1794
5584,1936,6123,6934,2125
5585,5859,3337,2631,434
5586,3771,2709,8199,288
5587,359,230,1148,367
5588,8054,3826,7333,978
5589,6965,4326,70,4818
5590,9895,8727,3313,3531
5591,3188,9830,3695,9106
5592,1472,8867,6745,9647
5593,9670,3940,6470,2296
5594,2848,6669,5271,4951
5595,1047,709,6719,8290
5596,2242,489,7953,7291
5597,5813,7854,1693,2005
5598,8534,2692,1326,5481
5599,8919,9544,889,7640
5600,8650,1514,8383,1016
5601,2959,9667,449,1355
5602,6422,1548,1866,1260
5603,4255,15,639,3444
5604,7029,3297,9515,9529
5605,2820,5756,2498,501
5606,7829,3184,6934,3291
5607,875,3968,9725,7568
5608,2047,1785,7705,1856
5609,6610,480,7259,5571
5610,5479,3620,1092,3671
5611,701,322,6479,6533
5612,4162,1198,7250,9151
5613,6033,4381,1854,5117
5614,9419,285,4661,584
5615,1458,5783,7968,5562
5616,7527,5424,3407,1626
5617,4763,9427,216,7435
5618,1375,5127,8543,4294
5619,7907,8786,471,8030
5620,7945,608,7261,3426
5621,9265,3579,7928,9122
5622,5234,3584,6602,3332
5623,9581,4251,7833,8108
5624,9648,650,4672,4882
5625,5977,3889,4037,2985
5626,8836,2200,1345,9980
5627,6370,6577,3528,4343
5628,6691,5462,3758,6715
5629,3496,9961,9607,7389
5630,7969,3777,4356,5560
5631,8378,5726,5540,8908
5632,8744,4474,8183,8688
5633,2938,8846,7386,9912
5634,6137,3303,28,6467
5635,3104,987,2000,2260
5636,5333,1899,8724,7242
5637,9038,4304,2252,352
5638,6723,4866,9930,1339
5639,667,2873,7573,1892
5640,1211,8474,234,2939
5641,2413,6811,223,6432
5642,8577,3255,3801,8248
5643,9676,2893,5445,9747
5644,5778,8901,2441,4183
5645,6005,4698,3753,9702
5646,828,6326,8589,464
5647,1357,4843,1447,9723
5648,5569,388,7487,3070
5649,6362,8901,4102,4396
5650,5111,4301,3894,2195
5651,999,7204,5199,1235
5652,3413,1735,1985,6802
5653,7762,1751,8356,8861
5654,3863,6644,9057,111
5655,8534,6762,1396,7772
5656,1788,744,1653,9849
5657,4624,3075,872,6905
5658,5582,7508,8743,5052
5659,8642,5079,5269,996
5660,8703,9213,15,2389
5661,8198,5235,1689,4576
5662,1009,5618,9427,392
5663,5896,5241,7479,5654
5664,9741,9310,877,4462
5665,1607,9477,5784,5713
5666,1206,5773,7246,437
5667,3264,4629,9517,7422
5668,9243,1532,4000,1892
5669,9149,9319,7003,4224
5670,3131,616,2162,5344
5671,794,634,5511,7020
5672,4920,1530,8575,5969
5673,5874,2832,5128,3901
5674,3474,9294,7326,1770
5675,9019,9502,6496,1105
5676,3964,9176,1066,8588
5677,2615,2161,191,5901
5678,9200,6490,2030,2942
5679,866,6214,1956,3785
5680,6093,3269,5070,5748
5681,4320,1100,4240,9121
5682,8432,9307,487,7491
5683,1757,6223,1062,4237
5684,5226,7508,8775,7805
5685,5023,1332,6736,5108
5686,366,5993,5548,6409
5687,5662,4710,8493,5700
5688,2770,1908,4402,1506
5689,2763,5316,5215,4785
5690,9770,9211,2065,9153
5691,3334,1912,1699,3986
5692,982,6404,7155,9534
5693,4265,7144,6748,5654
5694,3281,1611,9427,2529
5695,2421,8078,4843,3488
5696,5076,93,7698,8626
5697,9500,663,1372,8549
5698,5569,2734,334,9795
5699,699,8335,4151,2941
5700,6662,3217,2704,2512
5701,9580,7260,7511,3349
5702,6489,6265,2368,3817
5703,5008,7502,4326,3868
5704,1501,88,37,2782
5705,7891,6006,9637,1376
5706,8001,7009,8730,3802
5707,8695,5933,8761,6011
5708,397,6605,7444,8353
5709,4889,3309,9191,8427
5710,9578,2698,9844,978
5711,2657,3376,9758,2353
5712,3623,4572,7007,3834
5713,7176,1471,9767,5380
5714,2538,9840,9209,6150
5715,3289,7587,4759,5478
5716,3051,4003,663,2776
5717,2948,8268,3355,2267
5718,7874,1115,5167,9393
5719,9908,3458,4629,2607
5720,5230,1360,6627,1069
5721,3024,9627,1106,1847
5722,338,4002,5452,3201
5723,8449,7738,2498,1528
5724,1072,7616,843,914
5725,7629,5863,37,5432
5726,3236,7607,4360,6366
5727,1116,6436,2631,3360
5728,885,5717,5470,2512
5729,691,5168,1021,4259
5730,1128,3206,7464,9437
5731,7503,5269,3244,5732
5732,3928,3462,363,2182
5733,4812,4585,6586,5560
5734,2118,9064,676,5792
5735,4425,905,4305,4594
5736,2495,1899,2578,3682
5737,3128,9283,7689,1509
5738,2255,6308,5285,6398
5739,8329,785,3775,5698
5740,2995,4628,9407,229
5741,1321,9224,4844,7772
5742,3656,3711,798,8632
5743,8486,997,5283,3241
5744,221,2728,8323,8559
5745,366,5238,6399,9184
5746,8620,2441,8063,7795
5747,606,3506,5934,1957
5748,2155,8398,9257,161
5749,4985,3307,5973,8979
5750,2544,4471,9830,8569
5751,5865,6784,4154,8447
5752,8648,2044,8428,8011
5753,2402,3387,5415,2952
5754,7519,6888,7573,8409
5755,138,7180,7042,714
5756,313,4982,9981,4076
5757,4481,2479,4681,7089
5758,248,3970,4825,8817
5759,784,6558,8831,7106
5760,7337,2671,7689,2370
5761,9021,2936,1249,9445
5762,7328,4453,2817,696
5763,1728,3514,6504,132
5764,7761,3651,7069,3265
5765,6101,8381,5332,3848
5766,9301,8284,1996,8923
5767,9611,5653,7820,1540
5768,2345,8985,6253,1947
5769,6151,4937,6459,390
5770,548,767,8821,8465
5771,9314,5332,3227,7781
5772,4109,515,796,1461
5773,3196,69,6637,1457
5774,2350,6402,1631,4936
5775,3481,2843,8175,4879
5776,6300,9668,4096,865
5777,226,4127,8880,5929
5778,1369,4484,6134,9666
5779,7725,7843,9477,7896
5780,3590,7793,5507,6529
5781,6101,3244,9420,5425
5782,4230,7920,2547,2772
5783,124,6891,7189,9458
5784,8581,4551,6557,4696
5785,3305,2992,2841,132
5786,9660,980,9773,9510
5787,1399,3612,6496,2370
5788,3266,4551,1481,8527
5789,8283,8798,9697,7454
5790,8033,3458,4113,9647
5791,2727,8168,5973,4715
5792,8531,771,267,391
5793,2845,8428,2238,6977
5794,1942,3495,446,2171
5795,4889,8272,8679,9342
5796,803,3498,6845,5375
5797,9299,2161,1300,2601
5798,3523,8729,4455,5982
5799,4999,8613,5358,4434
5800,4468,2534,8078,2807
5801,1226,7642,9975,2378
5802,9232,8193,1003,3700
5803,9714,7667,647,3647
5804,9185,9244,8882,9550
5805,8514,2238,3244,8800
5806,7072,8408,8605,2807
5807,8883,8833,4626,5171
5808,3937,3669,411,7673
5809,1758,3191,2071,7407
5810,7217,1854,8309,7625
5811,8998,9409,7669,3265
5812,5746,6910,4364,2178
5813,1875,180,9415,8460
5814,4758,2200,1918,9800
5815,614,5285,6162,8448
5816,6819,5342,130,5981
5817,5696,5472,9256,6188
5818,799,8475,9416,9797
5819,9028,4278,2476,9480
5820,1842,2253,6611,8150
5821,219,8605,2050,8902
5822,1406,1447,7110,1966
5823,5357,9222,3026,224
5824,9878,6569,5264,9726
5825,1678,5247,5851,2682
5826,1467,920,5679,437
5827,3643,1960,3755,6433
5828,5426,4636,4046,3869
5829,181,1308,214,9805
5830,5898,1720,3958,9765
5831,6561,5266,7086,8097
5832,1697,7697,4472,4257
5833,928,1939,9524,9984
5834,59,3498,8461,1825
5835,1563,6,7731,3335
5836,1114,2189,3101,5090
5837,9051,6125,6606,4411
5838,7886,6102,5116,372
5839,5347,2876,9697,1838
5840,8165,5952,4698,8084
5841,8511,8821,1036,4997
5842,3874,7628,4973,7111
5843,6030,1127,5318,1340
5844,700,9025,2010,3890
5845,1858,4974,9491,7277
5846,2994,8644,7938,2827
5847,9467,1388,6653,24
5848,6001,5144,2471,3247
5849,3770,4169,4691,2264
5850,5347,2265,4140,4882
5851,3913,1159,2314,1677
5852,5518,927,5296,6050
5853,799,5884,3736,2697
5854,286,1191,9785,6670
5855,5034,9917,4988,5860
5856,3183,5120,3912,9031
5857,1649,7063,8219,2170
5858,1508,7287,8334,9106
5859,7624,7728,9026,8641
5860,5039,3795,7713,1628
5861,2665,2261,4713,4062
5862,66,2730,3776,2264
5863,2964,1419,7596,2264
5864,7571,2792,5460,4964
5865,2951,3926,3007,4487
5866,6362,6358,8954,347
5867,3230,6748,1346,3173
5868,8893,2962,8099,8206
5869,3983,6374,3053,5089
5870,6031,765,7799,6008
5871,9295,4748,9213,2575
5872,3386,1505,3988,153
5873,611,9604,7245,5371
5874,2695,3307,7810,389
5875,6414,1823,4186,3125
5876,9187,8497,4825,1154
5877,8968,646,3427,1097
5878,4544,150,3351,3298
5879,4990,6495,4039,6629
5880,5113,8852,2899,9011
5881,2917,290,8022,1347
5882,8735,1475,6817,4011
5883,1512,5128,5914,1154
5884,6955,3603,9489,1932
5885,1607,7247,5511,3820
5886,7475,1782,3675,4423
5887,3016,9907,7953,7459
5888,539,743,1201,9919
5889,7634,2265,273,5409
5890,3496,6470,2798,7592
5891,1108,5594,4950,5094
5892,3234,4938,4773,7589
5893,1322,1782,8711,6623
5894,5319,7425,2266,9795
5895,4969,8482,3433,3060
5896,8576,1409,8769,3918
5897,9147,8416,8017,6229
5898,8208,4828,1326,4085
5899,5747,5216,6791,1643
5900,2502,4339,7621,2419
5901,1357,3469,5964,1582
5902,3010,6846,5683,1726
5903,8524,5762,5408,2616
5904,1491,4850,4961,1666
5905,1055,8195,9475,9891
5906,3879,7144,8134,5541
5907,9238,9513,6756,5410
5908,623,266,686,7436
5909,1691,8057,9026,2987
5910,1398,2479,3405,9662
5911,4083,1923,8269,7416
5912,4393,7180,4273,6310
5913,8415,8536,6578,3521
5914,1129,6036,3300,7884
5915,6851,5799,9785,9775
5916,4873,3075,8504,2637
5917,4531,4538,4067,3169
5918,8131,2277,5424,619
5919,8275,6304,475,2318
5920,3856,7621,750,1894
5921,6336,1309,6374,7855
5922,1765,1374,8398,4762
5923,7134,2992,3029,3136
5924,499,6606,3773,3478
5925,8935,4595,5077,8619
5926,5542,4995,4214,613
5927,4918,9930,9050,8102
5928,7846,8777,277,2743
5929,2767,7175,122,6684
5930,5017,9275,2953,922
5931,2430,5301,1686,953
5932,8115,2441,335,755
5933,8452,1862,9431,111
5934,1839,1498,9635,6695
5935,1542,1223,3217,8046
5936,7865,7951,3707,2648
5937,3394,5469,3572,7147
5938,7357,1718,9731,580
5939,1343,2610,981,2438
5940,9693,1163,9689,7718
5941,7800,6440,6450,1430
5942,3541,7342,7622,8943
5943,3549,3795,1012,4182
5944,6033,5199,2817,6012
5945,2585,8564,2982,8243
5946,3419,3881,4356,9289
5947,2914,6962,842,7205
5948,2756,5464,1473,9076
5949,8978,1328,4364,8036
5950,8443,3899,4647,4994
5951,788,2044,592,3444
5952,2043,3806,4956,544
5953,238,4492,7365,6110
5954,6794,2746,3596,6781
5955,3974,6149,4276,908
5956,2563,8767,4067,6309
5957,5140,4372,7773,7563
5958,331,5485,1423,4206
5959,4547,1702,7502,9114
5960,1230,3894,7450,552
5961,6355,2620,1679,1207
5962,6058,5402,1959,580
5963,3161,9029,2447,3492
5964,6686,7802,5573,1825
5965,770,4342,7920,908
5966,1182,7437,7991,8925
5967,4004,6578,5127,7569
5968,4204,7789,4659,3750
5969,6365,8834,9679,3990
5970,9895,1969,4303,7610
5971,5861,5564,354,7142
5972,9793,7220,3137,4571
5973,9994,4369,6906,6570
5974,6493,8533,1898,5590
