year,type,manufacturer,model,engines,seats,engine,aircraftId
1987.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,Turbo-fan,1716
2003.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1717
1992.0,Fixed wing multi engine,BOEING,757-222,2,178,Turbo-jet,1718
2013.0,Fixed wing multi engine,AIRBUS,A321-231,2,379,Turbo-fan,1719
2013.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-231,2,379,Turbo-fan,1720
1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,Turbo-fan,1721
1992.0,Fixed wing multi engine,BOEING,757-222,2,178,Turbo-jet,1722
2009.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,1723
1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,Turbo-fan,1724
1992.0,Fixed wing multi engine,BOEING,757-222,2,178,Turbo-jet,1725
1963.0,Fixed wing single engine,CESSNA,210-5(205),1,6,Reciprocating,1726
1993.0,Fixed wing multi engine,BOEING,757-222,2,178,Turbo-jet,1727
1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,Turbo-fan,1728
1993.0,Fixed wing multi engine,BOEING,757-222,2,178,Turbo-jet,1729
2007.0,Fixed wing multi engine,BOEING,737-890,2,149,Turbo-fan,1730
1993.0,Fixed wing multi engine,BOEING,757-222,2,178,Turbo-jet,1731
2001.0,Fixed wing multi engine,BOEING,757-324,2,275,Turbo-fan,1732
2004.0,Fixed wing multi engine,BOEING,757-324,2,275,Turbo-fan,1733
2004.0,Fixed wing multi engine,BOEING,757-324,2,275,Turbo-fan,1734
2001.0,Fixed wing multi engine,BOEING,757-33N,2,275,Turbo-jet,1735
2001.0,Fixed wing multi engine,BOEING,757-33N,2,275,Turbo-jet,1736
2001.0,Fixed wing multi engine,BOEING,757-33N,2,275,Turbo-jet,1737
2002.0,Fixed wing multi engine,BOEING,757-33N,2,275,Turbo-jet,1738
2002.0,Fixed wing multi engine,BOEING,757-33N,2,275,Turbo-jet,1739
2003.0,Fixed wing multi engine,BOEING,757-33N,2,275,Turbo-jet,1740
1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,Turbo-fan,1741
1993.0,Fixed wing multi engine,BOEING,757-222,2,178,Turbo-jet,1742
2007.0,Fixed wing multi engine,BOEING,737-890,2,149,Turbo-fan,1743
2003.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1744
1993.0,Fixed wing multi engine,BOEING,757-222,2,178,Turbo-jet,1745
2003.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1746
1993.0,Fixed wing multi engine,BOEING,757-222,2,178,Turbo-jet,1747
1994.0,Fixed wing multi engine,BOEING,757-224,2,178,Turbo-jet,1748
1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,Turbo-fan,1749
2007.0,Fixed wing multi engine,BOEING,737-890,2,149,Turbo-fan,1750
1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,Turbo-fan,1751
2008.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,Turbo-fan,1752
1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,Turbo-fan,1753
2007.0,Fixed wing multi engine,BOEING,737-890,2,149,Turbo-fan,1754
2004.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1755
1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,Turbo-fan,1756
2007.0,Fixed wing multi engine,BOEING,737-890,2,149,Turbo-fan,1757
2004.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1758
1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,Turbo-fan,1759
2007.0,Fixed wing multi engine,BOEING,737-890,2,149,Turbo-fan,1760
2004.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1761
1993.0,Fixed wing multi engine,BOEING,757-222,2,178,Turbo-jet,1762
1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,Turbo-fan,1763
2007.0,Fixed wing multi engine,BOEING,737-890,2,149,Turbo-fan,1764
2004.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1765
1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,Turbo-fan,1766
2007.0,Fixed wing multi engine,BOEING,737-890,2,149,Turbo-fan,1767
2004.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1768
2002.0,Fixed wing multi engine,BOEING,757-351,2,275,Turbo-jet,1769
1993.0,Fixed wing multi engine,BOEING,757-222,2,178,Turbo-jet,1770
2004.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1771
1993.0,Fixed wing multi engine,BOEING,757-222,2,178,Turbo-jet,1772
1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,Turbo-fan,1773
2007.0,Fixed wing multi engine,BOEING,737-890,2,149,Turbo-fan,1774
2004.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1775
1997.0,Fixed wing multi engine,BOEING,757-222,2,178,Turbo-jet,1776
2000.0,Fixed wing multi engine,BOEING,767-424ER,2,292,Turbo-jet,1777
1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,Turbo-fan,1778
2008.0,Fixed wing multi engine,BOEING,737-890,2,149,Turbo-fan,1779
2004.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1780
2003.0,Fixed wing multi engine,BOEING,757-351,2,275,Turbo-jet,1781
1997.0,Fixed wing multi engine,BOEING,757-222,2,178,Turbo-jet,1782
1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,Turbo-fan,1783
2004.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1784
1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,Turbo-fan,1785
2008.0,Fixed wing multi engine,BOEING,737-890,2,149,Turbo-fan,1786
2004.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1787
1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,Turbo-fan,1788
2008.0,Fixed wing multi engine,BOEING,737-890,2,149,Turbo-fan,1789
2004.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1790
1992.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,Turbo-fan,1791
2008.0,Fixed wing multi engine,BOEING,737-890,2,149,Turbo-fan,1792
2004.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1793
2003.0,Fixed wing multi engine,BOEING,757-351,2,275,Turbo-jet,1794
1996.0,Fixed wing multi engine,BOEING,757-222,2,178,Turbo-jet,1795
1992.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,Turbo-fan,1796
2004.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1797
2003.0,Fixed wing multi engine,BOEING,757-351,2,275,Turbo-jet,1798
1998.0,Fixed wing multi engine,BOEING,757-222,2,178,Turbo-jet,1799
1992.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,Turbo-fan,1800
2008.0,Fixed wing multi engine,BOEING,737-890,2,149,Turbo-fan,1801
1998.0,Fixed wing multi engine,BOEING,757-222,2,178,Turbo-jet,1802
1992.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,Turbo-fan,1803
2008.0,Fixed wing multi engine,BOEING,737-890,2,149,Turbo-fan,1804
2004.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1805
1998.0,Fixed wing multi engine,BOEING,757-222,2,178,Turbo-jet,1806
1992.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,Turbo-fan,1807
2004.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1808
1999.0,Fixed wing multi engine,BOEING,757-222,2,178,Turbo-jet,1809
1992.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,Turbo-fan,1810
2004.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1811
2007.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,Turbo-fan,1812
2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,Turbo-fan,1813
1979.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-51,2,139,Turbo-jet,1814
1995.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1815
2003.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1816
2007.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,Turbo-fan,1817
1995.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1818
2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,1819
1996.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,Turbo-fan,1820
1984.0,Fixed wing multi engine,BOEING,757-232,2,178,Turbo-fan,1821
2008.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,Turbo-fan,1822
1995.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1823
2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,1824
2001.0,Fixed wing multi engine,BOEING,717-200,2,100,Turbo-fan,1825
1984.0,Fixed wing multi engine,BOEING,757-232,2,178,Turbo-fan,1826
2005.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1827
1995.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1828
2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,Turbo-fan,1829
1984.0,Fixed wing multi engine,BOEING,757-232,2,178,Turbo-fan,1830
2007.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,Turbo-fan,1831
2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,Turbo-fan,1832
1995.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1833
2005.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1834
2008.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,Turbo-fan,1835
2002.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,Turbo-fan,1836
1995.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1837
2005.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1838
2008.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,Turbo-fan,1839
1995.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1840
2000.0,Fixed wing multi engine,BOEING,717-200,2,100,Turbo-fan,1841
2005.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1842
2008.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,Turbo-fan,1843
1995.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1844
2000.0,Fixed wing multi engine,BOEING,717-200,2,100,Turbo-fan,1845
1985.0,Fixed wing multi engine,BOEING,757-232,2,178,Turbo-fan,1846
2005.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1847
2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,Turbo-fan,1848
1995.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1849
1985.0,Fixed wing multi engine,BOEING,757-232,2,178,Turbo-fan,1850
1995.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1851
1985.0,Fixed wing multi engine,BOEING,757-232,2,178,Turbo-fan,1852
1995.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1853
,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,Turbo-fan,1854
1995.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1855
1989.0,Fixed wing multi engine,BOEING,757-223,2,178,Turbo-fan,1856
1985.0,Fixed wing multi engine,BOEING,757-232,2,178,Turbo-fan,1857
2005.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1858
2002.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,Turbo-fan,1859
1995.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1860
1989.0,Fixed wing multi engine,BOEING,757-223,2,178,Turbo-fan,1861
1985.0,Fixed wing multi engine,BOEING,757-232,2,178,Turbo-fan,1862
2005.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1863
1995.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1864
1985.0,Fixed wing multi engine,BOEING,757-232,2,178,Turbo-fan,1865
2002.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,Turbo-fan,1866
1995.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1867
1967.0,Fixed wing multi engine,BEECH,65-A90,2,9,Turbo-prop,1868
1986.0,Fixed wing multi engine,BOEING,757-232,2,178,Turbo-fan,1869
2005.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1870
2002.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,Turbo-fan,1871
1995.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1872
1986.0,Fixed wing multi engine,BOEING,757-232,2,178,Turbo-fan,1873
1995.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1874
1986.0,Fixed wing multi engine,BOEING,757-232,2,178,Turbo-fan,1875
1995.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1876
1989.0,Fixed wing multi engine,BOEING,757-223,2,178,Turbo-fan,1877
1986.0,Fixed wing multi engine,BOEING,757-232,2,178,Turbo-fan,1878
2005.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1879
1995.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1880
1990.0,Fixed wing multi engine,BOEING,757-223,2,178,Turbo-fan,1881
1995.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1882
1996.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1883
1975.0,Fixed wing single engine,CESSNA,172M,1,4,4 Cycle,1884
2005.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1885
1996.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1886
2006.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,1887
1990.0,Fixed wing multi engine,BOEING,757-223,2,178,Turbo-fan,1888
1989.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-231,2,182,Turbo-jet,1889
1996.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1890
2006.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,1891
1990.0,Fixed wing multi engine,BOEING,757-223,2,178,Turbo-fan,1892
1987.0,Fixed wing multi engine,BOEING,757-232,2,178,Turbo-fan,1893
2005.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1894
1996.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1895
2006.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,1896
1990.0,Fixed wing multi engine,BOEING,757-223,2,178,Turbo-fan,1897
1993.0,Fixed wing multi engine,BOEING,757-2Q8,2,178,Turbo-fan,1898
1989.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-231,2,182,Turbo-jet,1899
2005.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1900
1996.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1901
2006.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,1902
1990.0,Fixed wing multi engine,BOEING,757-223,2,178,Turbo-fan,1903
1989.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-231,2,182,Turbo-jet,1904
2005.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1905
1996.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1906
2006.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,1907
1989.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-231,2,182,Turbo-jet,1908
1996.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1909
2006.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,1910
1989.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-231,2,182,Turbo-jet,1911
1987.0,Fixed wing multi engine,BOEING,757-232,2,178,Turbo-fan,1912
2005.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1913
1996.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1914
2006.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,1915
1990.0,Fixed wing multi engine,BOEING,757-223,2,178,Turbo-fan,1916
1996.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1917
2007.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,1918
2005.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1919
1996.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1920
2007.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,1921
1990.0,Fixed wing multi engine,BOEING,757-223,2,178,Turbo-fan,1922
2005.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1923
2007.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,1924
1996.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1925
1990.0,Fixed wing multi engine,BOEING,757-223,2,178,Turbo-fan,1926
1990.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-231,2,182,Turbo-jet,1927
2007.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,1928
1989.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-231,2,182,Turbo-jet,1929
2006.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1930
1996.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1931
2007.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,1932
1990.0,Fixed wing multi engine,BOEING,757-223,2,178,Turbo-fan,1933
1989.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-231,2,182,Turbo-jet,1934
1987.0,Fixed wing multi engine,BOEING,757-232,2,178,Turbo-fan,1935
2006.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1936
1996.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1937
2007.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,1938
1990.0,Fixed wing multi engine,BOEING,757-223,2,178,Turbo-fan,1939
2006.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1940
1996.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1941
2008.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,1942
1990.0,Fixed wing multi engine,BOEING,757-223,2,178,Turbo-fan,1943
1988.0,Fixed wing multi engine,BOEING,757-232,2,178,Turbo-fan,1944
2006.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1945
1996.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1946
2008.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,1947
1988.0,Fixed wing multi engine,BOEING,757-232,2,178,Turbo-fan,1948
2006.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1949
2008.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,1950
1996.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1951
1988.0,Fixed wing multi engine,BOEING,757-232,2,178,Turbo-fan,1952
2006.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1953
1996.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1954
2008.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,1955
1988.0,Fixed wing multi engine,BOEING,757-232,2,178,Turbo-fan,1956
2006.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1957
1996.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1958
2008.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,1959
1991.0,Fixed wing multi engine,BOEING,757-223,2,178,Turbo-fan,1960
1988.0,Fixed wing multi engine,BOEING,757-232,2,178,Turbo-fan,1961
2006.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1962
1996.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1963
2007.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,1964
1994.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,Turbo-fan,1965
1988.0,Fixed wing multi engine,BOEING,757-232,2,178,Turbo-fan,1966
2006.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1967
1996.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1968
2007.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,1969
1988.0,Fixed wing multi engine,BOEING,757-232,2,178,Turbo-fan,1970
2006.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1971
1996.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1972
1991.0,Fixed wing multi engine,BOEING,767-322,2,330,Turbo-fan,1973
2008.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,1974
1991.0,Fixed wing multi engine,BOEING,757-223,2,178,Turbo-fan,1975
1996.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,Turbo-fan,1976
1988.0,Fixed wing multi engine,BOEING,757-232,2,178,Turbo-fan,1977
2008.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,1978
1997.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1979
1989.0,Fixed wing multi engine,BOEING,757-232,2,178,Turbo-fan,1980
2006.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1981
1997.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1982
1989.0,Fixed wing multi engine,BOEING,757-232,2,178,Turbo-fan,1983
2006.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1984
1997.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1985
1991.0,Fixed wing multi engine,BOEING,767-322,2,330,Turbo-fan,1986
1989.0,Fixed wing multi engine,BOEING,757-232,2,178,Turbo-fan,1987
2006.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1988
1997.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1989
1989.0,Fixed wing multi engine,BOEING,757-232,2,178,Turbo-fan,1990
2006.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,1991
1997.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1992
1992.0,Fixed wing multi engine,BOEING,767-322,2,330,Turbo-fan,1993
1997.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,Turbo-fan,1994
1989.0,Fixed wing multi engine,BOEING,757-232,2,178,Turbo-fan,1995
1997.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1996
1992.0,Fixed wing multi engine,BOEING,767-322,2,330,Turbo-fan,1997
2013.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,1998
1997.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,Turbo-fan,1999
1989.0,Fixed wing multi engine,BOEING,757-232,2,178,Turbo-fan,2000
2006.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,2001
1997.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,2002
1992.0,Fixed wing multi engine,BOEING,767-322,2,330,Turbo-fan,2003
1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,Turbo-fan,2004
1989.0,Fixed wing multi engine,BOEING,757-232,2,178,Turbo-fan,2005
2006.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,2006
1997.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,2007
1992.0,Fixed wing multi engine,BOEING,767-322,2,330,Turbo-fan,2008
1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,Turbo-fan,2009
1989.0,Fixed wing multi engine,BOEING,757-232,2,178,Turbo-fan,2010
1997.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,2011
1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,Turbo-fan,2012
1989.0,Fixed wing multi engine,BOEING,757-232,2,178,Turbo-fan,2013
2007.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,2014
1997.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,2015
1992.0,Fixed wing multi engine,BOEING,767-322,2,330,Turbo-fan,2016
1999.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,Turbo-fan,2017
1989.0,Fixed wing multi engine,BOEING,757-232,2,178,Turbo-fan,2018
2007.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,2019
1997.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,2020
1992.0,Fixed wing multi engine,BOEING,767-322,2,330,Turbo-fan,2021
1999.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,Turbo-fan,2022
2007.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,2023
1997.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,2024
1992.0,Fixed wing multi engine,BOEING,767-322,2,330,Turbo-fan,2025
1999.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,Turbo-fan,2026
1990.0,Fixed wing multi engine,BOEING,757-232,2,178,Turbo-fan,2027
1997.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,2028
1992.0,Fixed wing multi engine,BOEING,767-322,2,330,Turbo-fan,2029
1999.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,Turbo-fan,2030
1990.0,Fixed wing multi engine,BOEING,757-232,2,178,Turbo-fan,2031
2007.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,2032
1992.0,Fixed wing multi engine,BOEING,767-322,2,330,Turbo-fan,2033
